Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
USP18,ENSG00000184979,IRF3,-,10962,10979,Genomic
USP18,ENSG00000184979,IRF3,-,13624,13641,Genomic
USP18,ENSG00000184979,IRF3,-,21630,21647,Genomic
USP18,ENSG00000184979,IRF3,-,22551,22568,Genomic
USP18,ENSG00000184979,IRF3,-,24870,24887,Genomic
USP18,ENSG00000184979,IRF3,-,27508,27525,Genomic
USP18,ENSG00000184979,IRF3,-,27514,27531,Genomic
USP18,ENSG00000184979,-,1311,1328,Transcript,
USP18,ENSG00000184979,-,1317,1334,Transcript,
IFIH1,ENSG00000115267,IRF3,+,473,490,Genomic
IFIH1,ENSG00000115267,IRF3,+,4688,4705,Genomic
IFIH1,ENSG00000115267,IRF3,+,34944,34961,Genomic
IFIH1,ENSG00000115267,IRF3,+,39018,39035,Genomic
IFIH1,ENSG00000115267,IRF3,+,41061,41078,Genomic
IFIH1,ENSG00000115267,IRF3,+,41497,41514,Genomic
IFIH1,ENSG00000115267,IRF3,+,42276,42293,Genomic
IFIH1,ENSG00000115267,IRF3,+,50062,50079,Genomic
IFIH1,ENSG00000115267,IRF3,+,50864,50881,Genomic
IFIH1,ENSG00000115267,IRF3,+,50936,50953,Genomic
IFIH1,ENSG00000115267,IRF3,+,50937,50954,Genomic
IFIH1,ENSG00000115267,IRF3,-,334,351,Genomic
IFIH1,ENSG00000115267,IRF3,-,340,357,Genomic
IFIH1,ENSG00000115267,IRF3,-,9812,9829,Genomic
IFIH1,ENSG00000115267,IRF3,-,22273,22290,Genomic
IFIH1,ENSG00000115267,IRF3,-,27683,27700,Genomic
IFIH1,ENSG00000115267,IRF3,-,33697,33714,Genomic
IFIH1,ENSG00000115267,IRF3,-,33924,33941,Genomic
IFIH1,ENSG00000115267,IRF3,-,40006,40023,Genomic
IFIH1,ENSG00000115267,IRF3,-,42533,42550,Genomic
IFIH1,ENSG00000115267,+,2148,2165,Transcript,
IFIH1,ENSG00000115267,+,2459,2476,Transcript,
IFIH1,ENSG00000115267,+,3022,3039,Transcript,
IFIH1,ENSG00000115267,+,3023,3040,Transcript,
GBP7,ENSG00000213512,IRF3,+,10244,10261,Genomic
GBP7,ENSG00000213512,IRF3,+,12666,12683,Genomic
GBP7,ENSG00000213512,IRF3,+,14998,15015,Genomic
GBP7,ENSG00000213512,IRF3,+,15459,15476,Genomic
GBP7,ENSG00000213512,IRF3,+,23886,23903,Genomic
GBP7,ENSG00000213512,IRF3,+,28576,28593,Genomic
GBP7,ENSG00000213512,IRF3,+,32365,32382,Genomic
GBP7,ENSG00000213512,IRF3,+,43186,43203,Genomic
GBP7,ENSG00000213512,IRF3,+,43192,43209,Genomic
GBP7,ENSG00000213512,IRF3,-,4529,4546,Genomic
GBP7,ENSG00000213512,IRF3,-,16857,16874,Genomic
GBP7,ENSG00000213512,IRF3,-,30017,30034,Genomic
GBP7,ENSG00000213512,IRF3,-,33264,33281,Genomic
GBP7,ENSG00000213512,IRF3,-,36777,36794,Genomic
GBP7,ENSG00000213512,IRF3,-,40514,40531,Genomic
GBP7,ENSG00000213512,IRF3,-,40795,40812,Genomic
GBP7,ENSG00000213512,+,1698,1715,Transcript,
GBP7,ENSG00000213512,+,1704,1721,Transcript,
IFIT1B,ENSG00000204010,IRF3,-,4519,4536,Genomic
GBP5,ENSG00000154451,IRF3,+,7926,7943,Genomic
GBP5,ENSG00000154451,IRF3,+,16325,16342,Genomic
GBP5,ENSG00000154451,IRF3,-,2781,2798,Genomic
GBP5,ENSG00000154451,IRF3,-,10076,10093,Genomic
GBP5,ENSG00000154451,IRF3,-,10082,10099,Genomic
GBP5,ENSG00000154451,+,5965,5982,Transcript,
DDX58,ENSG00000107201,IRF3,+,2242,2259,Genomic
DDX58,ENSG00000107201,IRF3,+,18858,18875,Genomic
DDX58,ENSG00000107201,IRF3,+,18864,18881,Genomic
DDX58,ENSG00000107201,IRF3,+,39877,39894,Genomic
DDX58,ENSG00000107201,IRF3,+,45254,45271,Genomic
DDX58,ENSG00000107201,IRF3,+,47311,47328,Genomic
DDX58,ENSG00000107201,IRF3,+,48812,48829,Genomic
DDX58,ENSG00000107201,IRF3,+,64693,64710,Genomic
DDX58,ENSG00000107201,IRF3,+,67400,67417,Genomic
DDX58,ENSG00000107201,IRF3,-,502,519,Genomic
DDX58,ENSG00000107201,IRF3,-,4007,4024,Genomic
DDX58,ENSG00000107201,IRF3,-,12833,12850,Genomic
DDX58,ENSG00000107201,IRF3,-,13301,13318,Genomic
DDX58,ENSG00000107201,IRF3,-,13307,13324,Genomic
DDX58,ENSG00000107201,IRF3,-,15470,15487,Genomic
DDX58,ENSG00000107201,IRF3,-,16238,16255,Genomic
DDX58,ENSG00000107201,IRF3,-,16790,16807,Genomic
DDX58,ENSG00000107201,IRF3,-,28815,28832,Genomic
DDX58,ENSG00000107201,IRF3,-,38170,38187,Genomic
DDX58,ENSG00000107201,IRF3,-,41537,41554,Genomic
DDX58,ENSG00000107201,IRF3,-,43362,43379,Genomic
DDX58,ENSG00000107201,IRF3,-,44820,44837,Genomic
DDX58,ENSG00000107201,IRF3,-,45677,45694,Genomic
DDX58,ENSG00000107201,IRF3,-,46182,46199,Genomic
DDX58,ENSG00000107201,IRF3,-,48904,48921,Genomic
DDX58,ENSG00000107201,IRF3,-,50738,50755,Genomic
DDX58,ENSG00000107201,+,2433,2450,Transcript,
ISG15,ENSG00000187608,IRF3,+,6962,6979,Genomic
ISG15,ENSG00000187608,IRF3,+,12538,12555,Genomic
ISG15,ENSG00000187608,IRF3,+,12746,12763,Genomic
ISG15,ENSG00000187608,IRF3,+,12752,12769,Genomic
ISG15,ENSG00000187608,IRF3,-,8191,8208,Genomic
ISG15,ENSG00000187608,IRF3,-,11793,11810,Genomic
ISG15,ENSG00000187608,IRF3,-,12703,12720,Genomic
RTP4,ENSG00000136514,IRF3,+,452,469,Genomic
RTP4,ENSG00000136514,IRF3,+,458,475,Genomic
RTP4,ENSG00000136514,IRF3,+,476,493,Genomic
RTP4,ENSG00000136514,IRF3,-,2471,2488,Genomic
HERC6,ENSG00000138642,IRF3,+,1194,1211,Genomic
HERC6,ENSG00000138642,IRF3,+,8310,8327,Genomic
HERC6,ENSG00000138642,IRF3,+,37593,37610,Genomic
HERC6,ENSG00000138642,IRF3,+,55306,55323,Genomic
HERC6,ENSG00000138642,IRF3,+,56532,56549,Genomic
HERC6,ENSG00000138642,IRF3,+,61112,61129,Genomic
HERC6,ENSG00000138642,IRF3,+,61123,61140,Genomic
HERC6,ENSG00000138642,IRF3,+,61154,61171,Genomic
HERC6,ENSG00000138642,IRF3,+,61160,61177,Genomic
HERC6,ENSG00000138642,IRF3,+,61166,61183,Genomic
HERC6,ENSG00000138642,IRF3,+,61176,61193,Genomic
HERC6,ENSG00000138642,IRF3,+,61181,61198,Genomic
HERC6,ENSG00000138642,IRF3,-,1143,1160,Genomic
HERC6,ENSG00000138642,IRF3,-,1172,1189,Genomic
HERC6,ENSG00000138642,IRF3,-,7049,7066,Genomic
HERC6,ENSG00000138642,IRF3,-,13670,13687,Genomic
HERC6,ENSG00000138642,IRF3,-,13686,13703,Genomic
HERC6,ENSG00000138642,IRF3,-,13691,13708,Genomic
HERC6,ENSG00000138642,IRF3,-,13692,13709,Genomic
HERC6,ENSG00000138642,IRF3,-,13697,13714,Genomic
HERC6,ENSG00000138642,IRF3,-,13934,13951,Genomic
HERC6,ENSG00000138642,IRF3,-,32244,32261,Genomic
HERC6,ENSG00000138642,IRF3,-,41810,41827,Genomic
HERC6,ENSG00000138642,IRF3,-,41875,41892,Genomic
HERC6,ENSG00000138642,IRF3,-,56027,56044,Genomic
CD274,ENSG00000120217,IRF3,+,386,403,Genomic
CD274,ENSG00000120217,IRF3,+,704,721,Genomic
CD274,ENSG00000120217,IRF3,+,9748,9765,Genomic
CD274,ENSG00000120217,IRF3,-,330,347,Genomic
CD274,ENSG00000120217,IRF3,-,336,353,Genomic
CD274,ENSG00000120217,IRF3,-,4173,4190,Genomic
CD274,ENSG00000120217,IRF3,-,15471,15488,Genomic
SAMD9L,ENSG00000177409,IRF3,+,446,463,Genomic
SAMD9L,ENSG00000177409,IRF3,+,691,708,Genomic
SAMD9L,ENSG00000177409,IRF3,+,3642,3659,Genomic
SAMD9L,ENSG00000177409,IRF3,+,7892,7909,Genomic
SAMD9L,ENSG00000177409,IRF3,+,8950,8967,Genomic
SAMD9L,ENSG00000177409,IRF3,+,13911,13928,Genomic
SAMD9L,ENSG00000177409,IRF3,-,2063,2080,Genomic
SAMD9L,ENSG00000177409,+,2231,2248,Transcript,
HELZ2,ENSG00000130589,IRF3,+,500,517,Genomic
HELZ2,ENSG00000130589,IRF3,+,4774,4791,Genomic
HELZ2,ENSG00000130589,+,0,17,Transcript,
IFI44,ENSG00000137965,IRF3,+,10561,10578,Genomic
IFI44,ENSG00000137965,IRF3,+,10588,10605,Genomic
IFI44,ENSG00000137965,IRF3,+,15001,15018,Genomic
IFI44,ENSG00000137965,IRF3,-,474,491,Genomic
IFI44,ENSG00000137965,IRF3,-,4008,4025,Genomic
IFI44,ENSG00000137965,IRF3,-,8149,8166,Genomic
IFI44,ENSG00000137965,IRF3,-,15222,15239,Genomic
TLR3,ENSG00000164342,IRF3,+,977,994,Genomic
TLR3,ENSG00000164342,IRF3,+,7762,7779,Genomic
TLR3,ENSG00000164342,IRF3,+,12867,12884,Genomic
TLR3,ENSG00000164342,IRF3,+,18470,18487,Genomic
TLR3,ENSG00000164342,IRF3,-,9145,9162,Genomic
TLR3,ENSG00000164342,IRF3,-,9787,9804,Genomic
TLR3,ENSG00000164342,+,4822,4839,Transcript,
CIITA,ENSG00000179583,IRF3,+,1670,1687,Genomic
CIITA,ENSG00000179583,IRF3,+,3345,3362,Genomic
CIITA,ENSG00000179583,IRF3,+,12055,12072,Genomic
CIITA,ENSG00000179583,IRF3,+,13174,13191,Genomic
CIITA,ENSG00000179583,IRF3,+,13180,13197,Genomic
CIITA,ENSG00000179583,IRF3,+,21537,21554,Genomic
CIITA,ENSG00000179583,IRF3,+,24956,24973,Genomic
CIITA,ENSG00000179583,IRF3,+,26607,26624,Genomic
CIITA,ENSG00000179583,IRF3,+,69393,69410,Genomic
CIITA,ENSG00000179583,IRF3,-,8252,8269,Genomic
CIITA,ENSG00000179583,IRF3,-,8477,8494,Genomic
CIITA,ENSG00000179583,IRF3,-,29324,29341,Genomic
CIITA,ENSG00000179583,IRF3,-,30366,30383,Genomic
CIITA,ENSG00000179583,IRF3,-,45496,45513,Genomic
CIITA,ENSG00000179583,IRF3,-,45548,45565,Genomic
CIITA,ENSG00000179583,IRF3,-,45743,45760,Genomic
CIITA,ENSG00000179583,IRF3,-,45772,45789,Genomic
CIITA,ENSG00000179583,IRF3,-,45808,45825,Genomic
CIITA,ENSG00000179583,IRF3,-,45813,45830,Genomic
CIITA,ENSG00000179583,IRF3,-,45819,45836,Genomic
CIITA,ENSG00000179583,IRF3,-,45829,45846,Genomic
CIITA,ENSG00000179583,IRF3,-,47565,47582,Genomic
CIITA,ENSG00000179583,IRF3,-,47579,47596,Genomic
CIITA,ENSG00000179583,IRF3,-,47593,47610,Genomic
CIITA,ENSG00000179583,IRF3,-,54517,54534,Genomic
CIITA,ENSG00000179583,IRF3,-,77305,77322,Genomic
CIITA,ENSG00000179583,+,14781,14798,Transcript,
ISG20,ENSG00000172183,IRF3,+,3771,3788,Genomic
ISG20,ENSG00000172183,IRF3,+,5002,5019,Genomic
ISG20,ENSG00000172183,IRF3,-,4975,4992,Genomic
ISG20,ENSG00000172183,IRF3,-,5330,5347,Genomic
ISG20,ENSG00000172183,IRF3,-,20591,20608,Genomic
ISG20,ENSG00000172183,-,860,877,Transcript,
PARP14,ENSG00000173193,IRF3,+,16,33,Genomic
PARP14,ENSG00000173193,IRF3,+,465,482,Genomic
PARP14,ENSG00000173193,IRF3,+,1119,1136,Genomic
PARP14,ENSG00000173193,IRF3,+,1711,1728,Genomic
PARP14,ENSG00000173193,IRF3,+,1717,1734,Genomic
PARP14,ENSG00000173193,IRF3,+,38073,38090,Genomic
PARP14,ENSG00000173193,IRF3,-,2815,2832,Genomic
PARP14,ENSG00000173193,IRF3,-,17978,17995,Genomic
PARP14,ENSG00000173193,IRF3,-,21872,21889,Genomic
PARP14,ENSG00000173193,IRF3,-,24015,24032,Genomic
PARP14,ENSG00000173193,IRF3,-,31444,31461,Genomic
PARP14,ENSG00000173193,IRF3,-,31696,31713,Genomic
PARP14,ENSG00000173193,IRF3,-,41321,41338,Genomic
PARP14,ENSG00000173193,IRF3,-,41327,41344,Genomic
PARP14,ENSG00000173193,IRF3,-,45549,45566,Genomic
PARP14,ENSG00000173193,IRF3,-,45980,45997,Genomic
PARP14,ENSG00000173193,+,4305,4322,Transcript,
XAF1,ENSG00000132530,IRF3,+,4826,4843,Genomic
XAF1,ENSG00000132530,IRF3,+,18222,18239,Genomic
XAF1,ENSG00000132530,IRF3,+,19424,19441,Genomic
XAF1,ENSG00000132530,IRF3,-,131,148,Genomic
XAF1,ENSG00000132530,IRF3,-,137,154,Genomic
XAF1,ENSG00000132530,IRF3,-,1067,1084,Genomic
XAF1,ENSG00000132530,IRF3,-,4438,4455,Genomic
XAF1,ENSG00000132530,IRF3,-,13065,13082,Genomic
XAF1,ENSG00000132530,IRF3,-,13924,13941,Genomic
XAF1,ENSG00000132530,+,938,955,Transcript,
XAF1,ENSG00000132530,+,2140,2157,Transcript,
IRF7,ENSG00000185507,IRF3,+,216,233,Genomic
IRF7,ENSG00000185507,IRF3,+,242,259,Genomic
IRF7,ENSG00000185507,IRF3,-,773,790,Genomic
APOL2,ENSG00000128335,IRF3,+,2161,2178,Genomic
APOL2,ENSG00000128335,IRF3,+,2167,2184,Genomic
APOL2,ENSG00000128335,IRF3,+,14472,14489,Genomic
APOL2,ENSG00000128335,IRF3,-,867,884,Genomic
APOL2,ENSG00000128335,IRF3,-,873,890,Genomic
APOL2,ENSG00000128335,IRF3,-,5611,5628,Genomic
APOL2,ENSG00000128335,IRF3,-,8682,8699,Genomic
SAMD9,ENSG00000205413,IRF3,+,402,419,Genomic
SAMD9,ENSG00000205413,IRF3,+,408,425,Genomic
SAMD9,ENSG00000205413,IRF3,+,18712,18729,Genomic
SAMD9,ENSG00000205413,IRF3,-,7886,7903,Genomic
SAMD9,ENSG00000205413,+,6512,6529,Transcript,
APOL3,ENSG00000128284,IRF3,+,1932,1949,Genomic
APOL3,ENSG00000128284,IRF3,+,9710,9727,Genomic
APOL3,ENSG00000128284,IRF3,+,9716,9733,Genomic
APOL3,ENSG00000128284,IRF3,-,5862,5879,Genomic
APOL3,ENSG00000128284,IRF3,-,16217,16234,Genomic
IL15RA,ENSG00000134470,IRF3,+,1070,1087,Genomic
IL15RA,ENSG00000134470,IRF3,+,1076,1093,Genomic
IL15RA,ENSG00000134470,IRF3,+,19511,19528,Genomic
IL15RA,ENSG00000134470,IRF3,+,19517,19534,Genomic
IL15RA,ENSG00000134470,IRF3,+,21743,21760,Genomic
IL15RA,ENSG00000134470,IRF3,+,22657,22674,Genomic
IL15RA,ENSG00000134470,IRF3,+,25905,25922,Genomic
IL15RA,ENSG00000134470,IRF3,+,32901,32918,Genomic
IL15RA,ENSG00000134470,IRF3,+,32907,32924,Genomic
IL15RA,ENSG00000134470,IRF3,-,2756,2773,Genomic
IL15RA,ENSG00000134470,IRF3,-,30520,30537,Genomic
IL15RA,ENSG00000134470,+,1167,1184,Transcript,
BST2,ENSG00000130303,IRF3,+,370,387,Genomic
BST2,ENSG00000130303,IRF3,-,3670,3687,Genomic
SLFN12L,ENSG00000205045,IRF3,+,34463,34480,Genomic
SLFN12L,ENSG00000205045,IRF3,+,52463,52480,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65841,65858,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65907,65924,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65913,65930,Genomic
SLFN12L,ENSG00000205045,IRF3,+,66381,66398,Genomic
SLFN12L,ENSG00000205045,IRF3,+,67256,67273,Genomic
SLFN12L,ENSG00000205045,IRF3,-,7619,7636,Genomic
SLFN12L,ENSG00000205045,IRF3,-,8157,8174,Genomic
SLFN12L,ENSG00000205045,IRF3,-,9048,9065,Genomic
SLFN12L,ENSG00000205045,IRF3,-,13005,13022,Genomic
SLFN12L,ENSG00000205045,IRF3,-,19545,19562,Genomic
SLFN12L,ENSG00000205045,IRF3,-,25865,25882,Genomic
SLFN12L,ENSG00000205045,IRF3,-,26074,26091,Genomic
SLFN12L,ENSG00000205045,IRF3,-,44654,44671,Genomic
SLFN12L,ENSG00000205045,IRF3,-,59353,59370,Genomic
SLFN12L,ENSG00000205045,IRF3,-,73391,73408,Genomic
SLFN12L,ENSG00000205045,+,5130,5147,Transcript,
SLFN12L,ENSG00000205045,+,5196,5213,Transcript,
SLFN12L,ENSG00000205045,+,5202,5219,Transcript,
SLFN12L,ENSG00000205045,+,5670,5687,Transcript,
SLFN12L,ENSG00000205045,+,6545,6562,Transcript,
SLFN12L,ENSG00000205045,-,12680,12697,Transcript,
LGALS9,ENSG00000168961,IRF3,-,1874,1891,Genomic
LGALS9,ENSG00000168961,IRF3,-,4889,4906,Genomic
LGALS9,ENSG00000168961,IRF3,-,19014,19031,Genomic
TAP1,ENSG00000168394,IRF3,-,477,494,Genomic
TAP1,ENSG00000168394,IRF3,-,5934,5951,Genomic
TRIM14,ENSG00000106785,IRF3,+,31360,31377,Genomic
TRIM14,ENSG00000106785,IRF3,+,38911,38928,Genomic
TRIM14,ENSG00000106785,IRF3,-,473,490,Genomic
TRIM14,ENSG00000106785,IRF3,-,44302,44319,Genomic
PARP12,ENSG00000059378,IRF3,+,19935,19952,Genomic
PARP12,ENSG00000059378,IRF3,+,22716,22733,Genomic
PARP12,ENSG00000059378,IRF3,+,25147,25164,Genomic
PARP12,ENSG00000059378,IRF3,-,489,506,Genomic
PARP12,ENSG00000059378,IRF3,-,3657,3674,Genomic
PARP12,ENSG00000059378,IRF3,-,6098,6115,Genomic
PARP12,ENSG00000059378,IRF3,-,9426,9443,Genomic
PARP12,ENSG00000059378,IRF3,-,14625,14642,Genomic
PARP12,ENSG00000059378,IRF3,-,23734,23751,Genomic
PARP12,ENSG00000059378,IRF3,-,24195,24212,Genomic
PARP12,ENSG00000059378,IRF3,-,30629,30646,Genomic
PARP12,ENSG00000059378,IRF3,-,33570,33587,Genomic
PARP12,ENSG00000059378,IRF3,-,38949,38966,Genomic
PARP12,ENSG00000059378,-,2267,2284,Transcript,
WARS,ENSG00000140105,IRF3,+,1418,1435,Genomic
WARS,ENSG00000140105,IRF3,+,1897,1914,Genomic
WARS,ENSG00000140105,IRF3,+,24037,24054,Genomic
WARS,ENSG00000140105,IRF3,+,33657,33674,Genomic
WARS,ENSG00000140105,IRF3,+,36388,36405,Genomic
WARS,ENSG00000140105,IRF3,+,41378,41395,Genomic
WARS,ENSG00000140105,IRF3,-,10127,10144,Genomic
WARS,ENSG00000140105,IRF3,-,18752,18769,Genomic
WARS,ENSG00000140105,IRF3,-,25291,25308,Genomic
WARS,ENSG00000140105,IRF3,-,35966,35983,Genomic
WARS,ENSG00000140105,IRF3,-,37684,37701,Genomic
HSH2D,ENSG00000196684,IRF3,+,18907,18924,Genomic
HSH2D,ENSG00000196684,IRF3,+,25025,25042,Genomic
HSH2D,ENSG00000196684,IRF3,-,9538,9555,Genomic
HSH2D,ENSG00000196684,+,1934,1951,Transcript,
IFI35,ENSG00000068079,IRF3,+,527,544,Genomic
SP110,ENSG00000135899,IRF3,+,488,505,Genomic
SP110,ENSG00000135899,IRF3,+,14000,14017,Genomic
SP110,ENSG00000135899,IRF3,+,19066,19083,Genomic
SP110,ENSG00000135899,IRF3,+,23516,23533,Genomic
SP110,ENSG00000135899,IRF3,+,28948,28965,Genomic
SP110,ENSG00000135899,IRF3,+,31153,31170,Genomic
SP110,ENSG00000135899,IRF3,+,33032,33049,Genomic
SP110,ENSG00000135899,IRF3,+,35463,35480,Genomic
SP110,ENSG00000135899,IRF3,+,37026,37043,Genomic
SP110,ENSG00000135899,IRF3,+,37032,37049,Genomic
SP110,ENSG00000135899,IRF3,+,48637,48654,Genomic
SP110,ENSG00000135899,IRF3,+,49231,49248,Genomic
SP110,ENSG00000135899,IRF3,-,5731,5748,Genomic
SP110,ENSG00000135899,IRF3,-,6193,6210,Genomic
SP110,ENSG00000135899,IRF3,-,21301,21318,Genomic
SP110,ENSG00000135899,IRF3,-,31746,31763,Genomic
SP110,ENSG00000135899,IRF3,-,40812,40829,Genomic
SP110,ENSG00000135899,IRF3,-,41577,41594,Genomic
SP110,ENSG00000135899,IRF3,-,44010,44027,Genomic
SP110,ENSG00000135899,IRF3,-,54772,54789,Genomic
SP110,ENSG00000135899,+,1025,1042,Transcript,
SP110,ENSG00000135899,+,1647,1664,Transcript,
SAMHD1,ENSG00000101347,IRF3,+,25422,25439,Genomic
SAMHD1,ENSG00000101347,IRF3,+,38727,38744,Genomic
SAMHD1,ENSG00000101347,IRF3,+,43628,43645,Genomic
SAMHD1,ENSG00000101347,IRF3,+,48831,48848,Genomic
SAMHD1,ENSG00000101347,IRF3,+,61985,62002,Genomic
SAMHD1,ENSG00000101347,IRF3,-,1501,1518,Genomic
SAMHD1,ENSG00000101347,IRF3,-,1507,1524,Genomic
SAMHD1,ENSG00000101347,IRF3,-,2072,2089,Genomic
SAMHD1,ENSG00000101347,IRF3,-,5310,5327,Genomic
SAMHD1,ENSG00000101347,IRF3,-,5960,5977,Genomic
SAMHD1,ENSG00000101347,IRF3,-,20533,20550,Genomic
SAMHD1,ENSG00000101347,IRF3,-,20577,20594,Genomic
SAMHD1,ENSG00000101347,IRF3,-,24648,24665,Genomic
SAMHD1,ENSG00000101347,IRF3,-,34441,34458,Genomic
SAMHD1,ENSG00000101347,IRF3,-,35155,35172,Genomic
SAMHD1,ENSG00000101347,IRF3,-,54700,54717,Genomic
SAMHD1,ENSG00000101347,+,4469,4486,Transcript,
CXCL16,ENSG00000161921,IRF3,-,6979,6996,Genomic
PARP9,ENSG00000138496,IRF3,+,25475,25492,Genomic
PARP9,ENSG00000138496,IRF3,+,26293,26310,Genomic
PARP9,ENSG00000138496,IRF3,+,27568,27585,Genomic
PARP9,ENSG00000138496,IRF3,+,35625,35642,Genomic
