Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
CPNE2,ENSG00000140848,+,2409,2426,Transcript,
CPNE2,ENSG00000140848,+,2415,2432,Transcript,
KIAA1191,ENSG00000122203,IRF3,-,1442,1459,Genomic
EDAR,ENSG00000135960,IRF3,+,20282,20299,Genomic
EDAR,ENSG00000135960,IRF3,+,20288,20305,Genomic
EDAR,ENSG00000135960,IRF3,+,39675,39692,Genomic
EDAR,ENSG00000135960,IRF3,-,15083,15100,Genomic
EDAR,ENSG00000135960,IRF3,-,15089,15106,Genomic
EDAR,ENSG00000135960,IRF3,-,15095,15112,Genomic
HHIP,ENSG00000164161,IRF3,-,30888,30905,Genomic
HHIP,ENSG00000164161,IRF3,-,58728,58745,Genomic
HHIP,ENSG00000164161,IRF3,-,74142,74159,Genomic
SUCLA2,ENSG00000136143,IRF3,+,46162,46179,Genomic
SUCLA2,ENSG00000136143,IRF3,+,51712,51729,Genomic
SUCLA2,ENSG00000136143,IRF3,+,54975,54992,Genomic
SUCLA2,ENSG00000136143,IRF3,+,219659,219676,Genomic
SUCLA2,ENSG00000136143,IRF3,-,86896,86913,Genomic
SUCLA2,ENSG00000136143,IRF3,-,150710,150727,Genomic
SUCLA2,ENSG00000136143,IRF3,-,174208,174225,Genomic
SUCLA2,ENSG00000136143,IRF3,-,174694,174711,Genomic
PYROXD2,ENSG00000119943,IRF3,+,18742,18759,Genomic
CCDC173,ENSG00000154479,IRF3,+,34444,34461,Genomic
MEI1,ENSG00000167077,IRF3,+,2894,2911,Genomic
MEI1,ENSG00000167077,IRF3,-,63222,63239,Genomic
MEI1,ENSG00000167077,IRF3,-,76343,76360,Genomic
RBMX2,ENSG00000134597,IRF3,-,6477,6494,Genomic
TYK2,ENSG00000105397,IRF3,+,22835,22852,Genomic
SLC5A1,ENSG00000100170,IRF3,-,35327,35344,Genomic
SLC5A1,ENSG00000100170,IRF3,-,52061,52078,Genomic
DPY19L4,ENSG00000156162,IRF3,+,4285,4302,Genomic
DPY19L4,ENSG00000156162,IRF3,-,21238,21255,Genomic
APOOL,ENSG00000155008,IRF3,+,4575,4592,Genomic
APOOL,ENSG00000155008,IRF3,+,18389,18406,Genomic
APOOL,ENSG00000155008,IRF3,-,7691,7708,Genomic
APOOL,ENSG00000155008,IRF3,-,9631,9648,Genomic
APOOL,ENSG00000155008,IRF3,-,27825,27842,Genomic
APOOL,ENSG00000155008,IRF3,-,47441,47458,Genomic
APOOL,ENSG00000155008,IRF3,-,71139,71156,Genomic
UNC13A,ENSG00000130477,IRF3,-,25917,25934,Genomic
SLC20A2,ENSG00000168575,IRF3,+,64214,64231,Genomic
SLC20A2,ENSG00000168575,IRF3,-,60373,60390,Genomic
SLC20A2,ENSG00000168575,IRF3,-,60379,60396,Genomic
SLC20A2,ENSG00000168575,IRF3,-,126059,126076,Genomic
PIBF1,ENSG00000083535,IRF3,+,113719,113736,Genomic
PIBF1,ENSG00000083535,IRF3,+,130378,130395,Genomic
PIBF1,ENSG00000083535,IRF3,-,62954,62971,Genomic
PIBF1,ENSG00000083535,IRF3,-,141087,141104,Genomic
ARG2,ENSG00000081181,IRF3,+,24915,24932,Genomic
ARG2,ENSG00000081181,IRF3,-,22568,22585,Genomic
EIF2B5,ENSG00000145191,IRF3,+,8264,8281,Genomic
EIF2B5,ENSG00000145191,+,1597,1614,Transcript,
METTL21A,ENSG00000144401,IRF3,-,39010,39027,Genomic
ANKRD54,ENSG00000100124,IRF3,-,14385,14402,Genomic
FAM213A,ENSG00000122378,IRF3,+,4349,4366,Genomic
FAM213A,ENSG00000122378,IRF3,+,6032,6049,Genomic
TUBGCP3,ENSG00000126216,IRF3,-,22156,22173,Genomic
TUBGCP3,ENSG00000126216,IRF3,-,23160,23177,Genomic
RWDD1,ENSG00000111832,IRF3,-,12032,12049,Genomic
PDSS1,ENSG00000148459,IRF3,-,42169,42186,Genomic
FRMD3,ENSG00000172159,IRF3,+,44495,44512,Genomic
FRMD3,ENSG00000172159,IRF3,+,158692,158709,Genomic
FRMD3,ENSG00000172159,IRF3,+,205442,205459,Genomic
FRMD3,ENSG00000172159,IRF3,-,37175,37192,Genomic
FRMD3,ENSG00000172159,IRF3,-,59204,59221,Genomic
FRMD3,ENSG00000172159,IRF3,-,59311,59328,Genomic
FRMD3,ENSG00000172159,IRF3,-,67772,67789,Genomic
FRMD3,ENSG00000172159,IRF3,-,284106,284123,Genomic
DGKK,ENSG00000274588,IRF3,+,7958,7975,Genomic
DGKK,ENSG00000274588,IRF3,+,7992,8009,Genomic
DGKK,ENSG00000274588,IRF3,-,17698,17715,Genomic
DGKK,ENSG00000274588,IRF3,-,47262,47279,Genomic
DGKK,ENSG00000274588,IRF3,-,47762,47779,Genomic
DGKK,ENSG00000274588,IRF3,-,49753,49770,Genomic
WBP11,ENSG00000084463,IRF3,-,19336,19353,Genomic
WBP11,ENSG00000084463,-,4512,4529,Transcript,
PLPP4,ENSG00000203805,IRF3,+,50560,50577,Genomic
PLPP4,ENSG00000203805,IRF3,+,98468,98485,Genomic
PLPP4,ENSG00000203805,IRF3,-,5114,5131,Genomic
PLPP4,ENSG00000203805,IRF3,-,13742,13759,Genomic
PLPP4,ENSG00000203805,IRF3,-,20579,20596,Genomic
PLPP4,ENSG00000203805,IRF3,-,23242,23259,Genomic
PLPP4,ENSG00000203805,IRF3,-,87542,87559,Genomic
PLPP4,ENSG00000203805,IRF3,-,97369,97386,Genomic
PLPP4,ENSG00000203805,IRF3,-,109496,109513,Genomic
ETV3,ENSG00000117036,IRF3,+,457,474,Genomic
ALG5,ENSG00000120697,IRF3,-,2183,2200,Genomic
ALG5,ENSG00000120697,IRF3,-,25638,25655,Genomic
ALG5,ENSG00000120697,IRF3,-,31997,32014,Genomic
ALG5,ENSG00000120697,IRF3,-,32468,32485,Genomic
TMED4,ENSG00000158604,IRF3,-,2616,2633,Genomic
CDH12,ENSG00000154162,IRF3,+,126155,126172,Genomic
CDH12,ENSG00000154162,IRF3,+,159099,159116,Genomic
CDH12,ENSG00000154162,IRF3,+,239139,239156,Genomic
CDH12,ENSG00000154162,IRF3,+,248322,248339,Genomic
CDH12,ENSG00000154162,IRF3,+,330650,330667,Genomic
CDH12,ENSG00000154162,IRF3,+,350675,350692,Genomic
CDH12,ENSG00000154162,IRF3,+,354937,354954,Genomic
CDH12,ENSG00000154162,IRF3,+,441898,441915,Genomic
CDH12,ENSG00000154162,IRF3,+,565931,565948,Genomic
CDH12,ENSG00000154162,IRF3,+,566588,566605,Genomic
CDH12,ENSG00000154162,IRF3,+,625326,625343,Genomic
CDH12,ENSG00000154162,IRF3,+,703642,703659,Genomic
CDH12,ENSG00000154162,IRF3,+,771661,771678,Genomic
CDH12,ENSG00000154162,IRF3,+,804255,804272,Genomic
CDH12,ENSG00000154162,IRF3,+,854825,854842,Genomic
CDH12,ENSG00000154162,IRF3,+,872786,872803,Genomic
CDH12,ENSG00000154162,IRF3,+,939725,939742,Genomic
CDH12,ENSG00000154162,IRF3,+,1022485,1022502,Genomic
CDH12,ENSG00000154162,IRF3,+,1034431,1034448,Genomic
CDH12,ENSG00000154162,IRF3,+,1035647,1035664,Genomic
CDH12,ENSG00000154162,IRF3,+,1074615,1074632,Genomic
CDH12,ENSG00000154162,IRF3,+,1102151,1102168,Genomic
CDH12,ENSG00000154162,IRF3,-,83619,83636,Genomic
CDH12,ENSG00000154162,IRF3,-,87780,87797,Genomic
CDH12,ENSG00000154162,IRF3,-,119397,119414,Genomic
CDH12,ENSG00000154162,IRF3,-,135431,135448,Genomic
CDH12,ENSG00000154162,IRF3,-,216374,216391,Genomic
CDH12,ENSG00000154162,IRF3,-,216380,216397,Genomic
CDH12,ENSG00000154162,IRF3,-,260780,260797,Genomic
CDH12,ENSG00000154162,IRF3,-,332445,332462,Genomic
CDH12,ENSG00000154162,IRF3,-,520615,520632,Genomic
CDH12,ENSG00000154162,IRF3,-,609131,609148,Genomic
CDH12,ENSG00000154162,IRF3,-,627982,627999,Genomic
CDH12,ENSG00000154162,IRF3,-,665922,665939,Genomic
CDH12,ENSG00000154162,IRF3,-,694578,694595,Genomic
CDH12,ENSG00000154162,IRF3,-,749395,749412,Genomic
CDH12,ENSG00000154162,IRF3,-,881564,881581,Genomic
CDH12,ENSG00000154162,IRF3,-,887870,887887,Genomic
CDH12,ENSG00000154162,IRF3,-,898192,898209,Genomic
CDH12,ENSG00000154162,IRF3,-,903407,903424,Genomic
CDH12,ENSG00000154162,IRF3,-,925527,925544,Genomic
CDH12,ENSG00000154162,IRF3,-,949009,949026,Genomic
CDH12,ENSG00000154162,IRF3,-,949015,949032,Genomic
CDH12,ENSG00000154162,+,3237,3254,Transcript,
CARS2,ENSG00000134905,IRF3,+,47690,47707,Genomic
CARS2,ENSG00000134905,IRF3,-,3523,3540,Genomic
SEC62,ENSG00000008952,IRF3,-,11551,11568,Genomic
SEC62,ENSG00000008952,IRF3,-,11557,11574,Genomic
SEC62,ENSG00000008952,IRF3,-,29251,29268,Genomic
SEC62,ENSG00000008952,-,3538,3555,Transcript,
SPPL2B,ENSG00000005206,IRF3,-,17874,17891,Genomic
ORC3,ENSG00000135336,IRF3,+,65482,65499,Genomic
ORC3,ENSG00000135336,IRF3,-,32463,32480,Genomic
ORC3,ENSG00000135336,IRF3,-,55817,55834,Genomic
ORC3,ENSG00000135336,IRF3,-,55823,55840,Genomic
POFUT1,ENSG00000101346,IRF3,+,13586,13603,Genomic
FAAH,ENSG00000117480,IRF3,+,18994,19011,Genomic
FAAH,ENSG00000117480,IRF3,+,19000,19017,Genomic
MTHFD1,ENSG00000100714,IRF3,-,6396,6413,Genomic
MTHFD1,ENSG00000100714,IRF3,-,32966,32983,Genomic
MTHFD1,ENSG00000100714,IRF3,-,69917,69934,Genomic
MTHFD1,ENSG00000100714,IRF3,-,75931,75948,Genomic
RDH12,ENSG00000139988,IRF3,-,19002,19019,Genomic
ACLY,ENSG00000131473,IRF3,-,9520,9537,Genomic
ACLY,ENSG00000131473,IRF3,-,29471,29488,Genomic
COPS5,ENSG00000121022,IRF3,+,655,672,Genomic
SON,ENSG00000159140,IRF3,-,4414,4431,Genomic
SON,ENSG00000159140,IRF3,-,17317,17334,Genomic
STK32B,ENSG00000152953,IRF3,+,46189,46206,Genomic
STK32B,ENSG00000152953,IRF3,+,100811,100828,Genomic
STK32B,ENSG00000152953,IRF3,+,186929,186946,Genomic
STK32B,ENSG00000152953,IRF3,+,216755,216772,Genomic
STK32B,ENSG00000152953,IRF3,+,229931,229948,Genomic
STK32B,ENSG00000152953,IRF3,+,232916,232933,Genomic
STK32B,ENSG00000152953,IRF3,+,317121,317138,Genomic
STK32B,ENSG00000152953,IRF3,+,317127,317144,Genomic
STK32B,ENSG00000152953,IRF3,-,38957,38974,Genomic
STK32B,ENSG00000152953,IRF3,-,49670,49687,Genomic
STK32B,ENSG00000152953,IRF3,-,117647,117664,Genomic
STK32B,ENSG00000152953,IRF3,-,145312,145329,Genomic
STK32B,ENSG00000152953,IRF3,-,213382,213399,Genomic
STK32B,ENSG00000152953,IRF3,-,241386,241403,Genomic
STK32B,ENSG00000152953,IRF3,-,365843,365860,Genomic
STK32B,ENSG00000152953,IRF3,-,425343,425360,Genomic
CDH10,ENSG00000040731,IRF3,+,13124,13141,Genomic
CDH10,ENSG00000040731,IRF3,+,30816,30833,Genomic
CDH10,ENSG00000040731,IRF3,+,83931,83948,Genomic
CDH10,ENSG00000040731,IRF3,-,45266,45283,Genomic
CDH10,ENSG00000040731,IRF3,-,55400,55417,Genomic
CDH10,ENSG00000040731,IRF3,-,86776,86793,Genomic
CDH10,ENSG00000040731,IRF3,-,110722,110739,Genomic
CDH10,ENSG00000040731,IRF3,-,114888,114905,Genomic
CDH10,ENSG00000040731,IRF3,-,117641,117658,Genomic
CDH10,ENSG00000040731,IRF3,-,135395,135412,Genomic
CDH10,ENSG00000040731,IRF3,-,139337,139354,Genomic
SASH3,ENSG00000122122,IRF3,+,5140,5157,Genomic
TLN1,ENSG00000137076,IRF3,-,18977,18994,Genomic
TLN1,ENSG00000137076,IRF3,-,26815,26832,Genomic
COL17A1,ENSG00000065618,IRF3,+,11868,11885,Genomic
COL17A1,ENSG00000065618,IRF3,-,35705,35722,Genomic
C12orf45,ENSG00000151131,IRF3,+,14677,14694,Genomic
C12orf45,ENSG00000151131,IRF3,-,65708,65725,Genomic
C12orf45,ENSG00000151131,IRF3,-,86515,86532,Genomic
C12orf45,ENSG00000151131,IRF3,-,87209,87226,Genomic
C12orf45,ENSG00000151131,+,6391,6408,Transcript,
IGBP1,ENSG00000089289,IRF3,-,18354,18371,Genomic
TMEM71,ENSG00000165071,IRF3,-,60494,60511,Genomic
TMEM71,ENSG00000165071,IRF3,-,60500,60517,Genomic
