Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
COL23A1,ENSG00000050767,IRF7,-,81870,81883,Genomic
COL23A1,ENSG00000050767,IRF7,-,90050,90063,Genomic
COL23A1,ENSG00000050767,IRF7,-,145027,145040,Genomic
COL23A1,ENSG00000050767,IRF7,-,161454,161467,Genomic
COL23A1,ENSG00000050767,IRF7,-,330752,330765,Genomic
WDR78,ENSG00000152763,IRF7,+,19073,19086,Genomic
WDR78,ENSG00000152763,IRF7,+,23390,23403,Genomic
WDR78,ENSG00000152763,IRF7,+,24078,24091,Genomic
WDR78,ENSG00000152763,IRF7,+,40311,40324,Genomic
WDR78,ENSG00000152763,IRF7,+,77144,77157,Genomic
WDR78,ENSG00000152763,IRF7,+,96598,96611,Genomic
WDR78,ENSG00000152763,IRF7,-,66481,66494,Genomic
WDR78,ENSG00000152763,IRF7,-,95329,95342,Genomic
SDHC,ENSG00000143252,IRF7,+,45196,45209,Genomic
SDHC,ENSG00000143252,IRF7,-,32543,32556,Genomic
ENG,ENSG00000106991,IRF7,+,21220,21233,Genomic
ENG,ENSG00000106991,IRF7,+,22536,22549,Genomic
ENG,ENSG00000106991,IRF7,-,3369,3382,Genomic
HOOK3,ENSG00000168172,IRF7,+,2529,2542,Genomic
HOOK3,ENSG00000168172,IRF7,+,5222,5235,Genomic
HOOK3,ENSG00000168172,IRF7,-,5111,5124,Genomic
HOOK3,ENSG00000168172,IRF7,-,18749,18762,Genomic
HOOK3,ENSG00000168172,IRF7,-,34042,34055,Genomic
HOOK3,ENSG00000168172,IRF7,-,74188,74201,Genomic
HOOK3,ENSG00000168172,IRF7,-,83252,83265,Genomic
HOOK3,ENSG00000168172,IRF7,-,97039,97052,Genomic
HOOK3,ENSG00000168172,IRF7,-,124736,124749,Genomic
HOOK3,ENSG00000168172,IRF7,-,124742,124755,Genomic
HOOK3,ENSG00000168172,-,4994,5007,Transcript,
HOOK3,ENSG00000168172,-,5000,5013,Transcript,
ABCC6,ENSG00000091262,IRF7,-,25662,25675,Genomic
STRAP,ENSG00000023734,IRF7,+,9313,9326,Genomic
STRAP,ENSG00000023734,IRF7,-,13625,13638,Genomic
STRAP,ENSG00000023734,IRF7,-,16688,16701,Genomic
RNF6,ENSG00000127870,IRF7,-,7369,7382,Genomic
RNF6,ENSG00000127870,IRF7,-,80945,80958,Genomic
RNF6,ENSG00000127870,-,849,862,Transcript,
UPF3A,ENSG00000169062,IRF7,+,10057,10070,Genomic
UPF3A,ENSG00000169062,IRF7,-,11020,11033,Genomic
UPF3A,ENSG00000169062,IRF7,-,11235,11248,Genomic
UPF3A,ENSG00000169062,IRF7,-,11321,11334,Genomic
HLF,ENSG00000108924,IRF7,+,25631,25644,Genomic
HLF,ENSG00000108924,IRF7,+,26429,26442,Genomic
HLF,ENSG00000108924,IRF7,-,4286,4299,Genomic
HLF,ENSG00000108924,IRF7,-,10230,10243,Genomic
HLF,ENSG00000108924,IRF7,-,25548,25561,Genomic
HLF,ENSG00000108924,IRF7,-,44461,44474,Genomic
HLF,ENSG00000108924,IRF7,-,56971,56984,Genomic
HLF,ENSG00000108924,-,1964,1977,Transcript,
STK4,ENSG00000101109,IRF7,+,48134,48147,Genomic
STK4,ENSG00000101109,IRF7,+,83832,83845,Genomic
STK4,ENSG00000101109,IRF7,-,5373,5386,Genomic
STK4,ENSG00000101109,IRF7,-,25470,25483,Genomic
STK4,ENSG00000101109,IRF7,-,40036,40049,Genomic
STK4,ENSG00000101109,IRF7,-,41013,41026,Genomic
STK4,ENSG00000101109,IRF7,-,55587,55600,Genomic
STK4,ENSG00000101109,IRF7,-,55745,55758,Genomic
STK4,ENSG00000101109,IRF7,-,56279,56292,Genomic
STK4,ENSG00000101109,IRF7,-,59324,59337,Genomic
ZWILCH,ENSG00000174442,IRF7,+,26529,26542,Genomic
ZWILCH,ENSG00000174442,IRF7,-,20707,20720,Genomic
COX7A2L,ENSG00000115944,IRF7,-,43493,43506,Genomic
COX7A2L,ENSG00000115944,IRF7,-,58430,58443,Genomic
SF3A3,ENSG00000183431,IRF7,+,30406,30419,Genomic
SF3A3,ENSG00000183431,IRF7,-,10158,10171,Genomic
SF3A3,ENSG00000183431,+,1435,1448,Transcript,
TMEM178A,ENSG00000152154,IRF7,+,26450,26463,Genomic
TMEM178A,ENSG00000152154,IRF7,+,28638,28651,Genomic
TMEM178A,ENSG00000152154,IRF7,+,28644,28657,Genomic
TMEM178A,ENSG00000152154,IRF7,+,52142,52155,Genomic
TMEM178A,ENSG00000152154,IRF7,-,41297,41310,Genomic
TMEM178A,ENSG00000152154,IRF7,-,50449,50462,Genomic
UBFD1,ENSG00000103353,IRF7,+,342,355,Genomic
TAF12,ENSG00000120656,IRF7,+,43796,43809,Genomic
TAF12,ENSG00000120656,IRF7,-,14886,14899,Genomic
TAF12,ENSG00000120656,IRF7,-,38919,38932,Genomic
TAF12,ENSG00000120656,IRF7,-,46871,46884,Genomic
NTNG1,ENSG00000162631,IRF7,+,9268,9281,Genomic
NTNG1,ENSG00000162631,IRF7,+,146678,146691,Genomic
NTNG1,ENSG00000162631,IRF7,+,268595,268608,Genomic
NTNG1,ENSG00000162631,IRF7,-,28747,28760,Genomic
NTNG1,ENSG00000162631,IRF7,-,50689,50702,Genomic
NTNG1,ENSG00000162631,IRF7,-,69073,69086,Genomic
NTNG1,ENSG00000162631,IRF7,-,73574,73587,Genomic
NTNG1,ENSG00000162631,IRF7,-,77985,77998,Genomic
NTNG1,ENSG00000162631,IRF7,-,83665,83678,Genomic
NTNG1,ENSG00000162631,IRF7,-,134354,134367,Genomic
NTNG1,ENSG00000162631,IRF7,-,162269,162282,Genomic
NTNG1,ENSG00000162631,IRF7,-,215545,215558,Genomic
NTNG1,ENSG00000162631,IRF7,-,322693,322706,Genomic
NTNG1,ENSG00000162631,+,808,821,Transcript,
WDR34,ENSG00000119333,IRF7,-,4436,4449,Genomic
CPNE2,ENSG00000140848,IRF7,+,56106,56119,Genomic
CPNE2,ENSG00000140848,+,2420,2433,Transcript,
EDAR,ENSG00000135960,IRF7,+,58115,58128,Genomic
EDAR,ENSG00000135960,IRF7,+,82538,82551,Genomic
EDAR,ENSG00000135960,IRF7,-,15088,15101,Genomic
EDAR,ENSG00000135960,IRF7,-,15094,15107,Genomic
EDAR,ENSG00000135960,IRF7,-,34408,34421,Genomic
EDAR,ENSG00000135960,IRF7,-,71286,71299,Genomic
HHIP,ENSG00000164161,IRF7,+,55035,55048,Genomic
HHIP,ENSG00000164161,IRF7,-,62080,62093,Genomic
HHIP,ENSG00000164161,IRF7,-,80762,80775,Genomic
SUCLA2,ENSG00000136143,IRF7,+,6659,6672,Genomic
SUCLA2,ENSG00000136143,IRF7,+,92752,92765,Genomic
SUCLA2,ENSG00000136143,IRF7,+,134388,134401,Genomic
SUCLA2,ENSG00000136143,IRF7,+,191877,191890,Genomic
SUCLA2,ENSG00000136143,IRF7,+,195428,195441,Genomic
SUCLA2,ENSG00000136143,IRF7,+,202243,202256,Genomic
SUCLA2,ENSG00000136143,IRF7,-,46074,46087,Genomic
SUCLA2,ENSG00000136143,IRF7,-,60635,60648,Genomic
SUCLA2,ENSG00000136143,IRF7,-,160437,160450,Genomic
SUCLA2,ENSG00000136143,IRF7,-,228138,228151,Genomic
SUCLA2,ENSG00000136143,IRF7,-,258360,258373,Genomic
SUCLA2,ENSG00000136143,IRF7,-,278067,278080,Genomic
SUCLA2,ENSG00000136143,IRF7,-,279181,279194,Genomic
SUCLA2,ENSG00000136143,IRF7,-,285448,285461,Genomic
CCDC173,ENSG00000154479,IRF7,+,24491,24504,Genomic
MEI1,ENSG00000167077,IRF7,+,2899,2912,Genomic
MEI1,ENSG00000167077,IRF7,+,69083,69096,Genomic
MEI1,ENSG00000167077,IRF7,+,90600,90613,Genomic
MEI1,ENSG00000167077,IRF7,-,23993,24006,Genomic
MEI1,ENSG00000167077,IRF7,-,36702,36715,Genomic
MEI1,ENSG00000167077,IRF7,-,63221,63234,Genomic
MEI1,ENSG00000167077,IRF7,-,63684,63697,Genomic
RBMX2,ENSG00000134597,IRF7,+,12035,12048,Genomic
RBMX2,ENSG00000134597,IRF7,-,7950,7963,Genomic
RBMX2,ENSG00000134597,+,1688,1701,Transcript,
SLC5A1,ENSG00000100170,IRF7,-,30228,30241,Genomic
SLC5A1,ENSG00000100170,IRF7,-,34577,34590,Genomic
SLC5A1,ENSG00000100170,IRF7,-,52066,52079,Genomic
DPY19L4,ENSG00000156162,IRF7,-,7034,7047,Genomic
DPY19L4,ENSG00000156162,IRF7,-,19148,19161,Genomic
DPY19L4,ENSG00000156162,IRF7,-,26173,26186,Genomic
DPY19L4,ENSG00000156162,IRF7,-,68007,68020,Genomic
APOOL,ENSG00000155008,IRF7,+,68796,68809,Genomic
APOOL,ENSG00000155008,IRF7,-,9630,9643,Genomic
APOOL,ENSG00000155008,IRF7,-,27824,27837,Genomic
APOOL,ENSG00000155008,IRF7,-,27830,27843,Genomic
UNC13A,ENSG00000130477,IRF7,+,79871,79884,Genomic
SLC20A2,ENSG00000168575,IRF7,+,114459,114472,Genomic
SLC20A2,ENSG00000168575,IRF7,+,122079,122092,Genomic
SLC20A2,ENSG00000168575,IRF7,-,32327,32340,Genomic
SLC20A2,ENSG00000168575,IRF7,-,54553,54566,Genomic
SLC20A2,ENSG00000168575,IRF7,-,70462,70475,Genomic
PIBF1,ENSG00000083535,IRF7,+,10754,10767,Genomic
PIBF1,ENSG00000083535,IRF7,+,113724,113737,Genomic
PIBF1,ENSG00000083535,IRF7,+,114033,114046,Genomic
PIBF1,ENSG00000083535,IRF7,+,122615,122628,Genomic
PIBF1,ENSG00000083535,IRF7,+,160274,160287,Genomic
PIBF1,ENSG00000083535,IRF7,+,166574,166587,Genomic
PIBF1,ENSG00000083535,IRF7,+,195238,195251,Genomic
PIBF1,ENSG00000083535,IRF7,+,219736,219749,Genomic
PIBF1,ENSG00000083535,IRF7,+,234817,234830,Genomic
PIBF1,ENSG00000083535,IRF7,-,26565,26578,Genomic
PIBF1,ENSG00000083535,IRF7,-,62288,62301,Genomic
PIBF1,ENSG00000083535,IRF7,-,137393,137406,Genomic
PIBF1,ENSG00000083535,IRF7,-,160736,160749,Genomic
PIBF1,ENSG00000083535,IRF7,-,197020,197033,Genomic
ARG2,ENSG00000081181,IRF7,-,22567,22580,Genomic
EIF2B5,ENSG00000145191,IRF7,+,8269,8282,Genomic
EIF2B5,ENSG00000145191,+,1602,1615,Transcript,
METTL21A,ENSG00000144401,IRF7,+,9266,9279,Genomic
PNISR,ENSG00000132424,IRF7,+,6291,6304,Genomic
PNISR,ENSG00000132424,IRF7,+,14296,14309,Genomic
PNISR,ENSG00000132424,IRF7,+,25018,25031,Genomic
PNISR,ENSG00000132424,IRF7,-,8632,8645,Genomic
PNISR,ENSG00000132424,+,2349,2362,Transcript,
ANKRD54,ENSG00000100124,IRF7,-,14390,14403,Genomic
TUBGCP3,ENSG00000126216,IRF7,+,46516,46529,Genomic
TUBGCP3,ENSG00000126216,IRF7,+,52965,52978,Genomic
TUBGCP3,ENSG00000126216,IRF7,+,53483,53496,Genomic
TUBGCP3,ENSG00000126216,IRF7,-,23159,23172,Genomic
TUBGCP3,ENSG00000126216,IRF7,-,92883,92896,Genomic
RWDD1,ENSG00000111832,IRF7,-,1498,1511,Genomic
RWDD1,ENSG00000111832,IRF7,-,11756,11769,Genomic
PDSS1,ENSG00000148459,IRF7,+,46802,46815,Genomic
PDSS1,ENSG00000148459,IRF7,-,14345,14358,Genomic
PDSS1,ENSG00000148459,IRF7,-,45180,45193,Genomic
FRMD3,ENSG00000172159,IRF7,+,68198,68211,Genomic
FRMD3,ENSG00000172159,IRF7,+,166597,166610,Genomic
FRMD3,ENSG00000172159,IRF7,+,217657,217670,Genomic
FRMD3,ENSG00000172159,IRF7,-,92688,92701,Genomic
FRMD3,ENSG00000172159,IRF7,-,193074,193087,Genomic
FRMD3,ENSG00000172159,IRF7,-,214814,214827,Genomic
FRMD3,ENSG00000172159,IRF7,-,282535,282548,Genomic
DGKK,ENSG00000274588,IRF7,-,23209,23222,Genomic
DNASE1L3,ENSG00000163687,IRF7,+,21410,21423,Genomic
DNASE1L3,ENSG00000163687,IRF7,+,22329,22342,Genomic
DNASE1L3,ENSG00000163687,IRF7,-,17219,17232,Genomic
DNASE1L3,ENSG00000163687,-,612,625,Transcript,
PLPP4,ENSG00000203805,IRF7,+,68473,68486,Genomic
PLPP4,ENSG00000203805,IRF7,+,81605,81618,Genomic
PLPP4,ENSG00000203805,IRF7,+,98473,98486,Genomic
PLPP4,ENSG00000203805,IRF7,+,130838,130851,Genomic
PLPP4,ENSG00000203805,IRF7,-,1655,1668,Genomic
PLPP4,ENSG00000203805,IRF7,-,34549,34562,Genomic
PLPP4,ENSG00000203805,IRF7,-,50046,50059,Genomic
PLPP4,ENSG00000203805,IRF7,-,97368,97381,Genomic
ETV3,ENSG00000117036,IRF7,+,2617,2630,Genomic
ETV3,ENSG00000117036,+,88,101,Transcript,
ALG5,ENSG00000120697,IRF7,+,17613,17626,Genomic
ALG5,ENSG00000120697,IRF7,-,20650,20663,Genomic
ALG5,ENSG00000120697,IRF7,-,43234,43247,Genomic
CDH12,ENSG00000154162,IRF7,+,20864,20877,Genomic
CDH12,ENSG00000154162,IRF7,+,46515,46528,Genomic
CDH12,ENSG00000154162,IRF7,+,60877,60890,Genomic
CDH12,ENSG00000154162,IRF7,+,72507,72520,Genomic
CDH12,ENSG00000154162,IRF7,+,113729,113742,Genomic
CDH12,ENSG00000154162,IRF7,+,167500,167513,Genomic
CDH12,ENSG00000154162,IRF7,+,171930,171943,Genomic
CDH12,ENSG00000154162,IRF7,+,201280,201293,Genomic
CDH12,ENSG00000154162,IRF7,+,243827,243840,Genomic
CDH12,ENSG00000154162,IRF7,+,254276,254289,Genomic
CDH12,ENSG00000154162,IRF7,+,287202,287215,Genomic
CDH12,ENSG00000154162,IRF7,+,330001,330014,Genomic
CDH12,ENSG00000154162,IRF7,+,361182,361195,Genomic
CDH12,ENSG00000154162,IRF7,+,397107,397120,Genomic
CDH12,ENSG00000154162,IRF7,+,402863,402876,Genomic
CDH12,ENSG00000154162,IRF7,+,467916,467929,Genomic
CDH12,ENSG00000154162,IRF7,+,502086,502099,Genomic
CDH12,ENSG00000154162,IRF7,+,526860,526873,Genomic
CDH12,ENSG00000154162,IRF7,+,532759,532772,Genomic
CDH12,ENSG00000154162,IRF7,+,579366,579379,Genomic
CDH12,ENSG00000154162,IRF7,+,608107,608120,Genomic
CDH12,ENSG00000154162,IRF7,+,657932,657945,Genomic
CDH12,ENSG00000154162,IRF7,+,668609,668622,Genomic
CDH12,ENSG00000154162,IRF7,+,673294,673307,Genomic
CDH12,ENSG00000154162,IRF7,+,688761,688774,Genomic
CDH12,ENSG00000154162,IRF7,+,827028,827041,Genomic
CDH12,ENSG00000154162,IRF7,+,902231,902244,Genomic
CDH12,ENSG00000154162,IRF7,+,918580,918593,Genomic
CDH12,ENSG00000154162,IRF7,+,939730,939743,Genomic
CDH12,ENSG00000154162,IRF7,+,939980,939993,Genomic
CDH12,ENSG00000154162,IRF7,+,1024307,1024320,Genomic
CDH12,ENSG00000154162,IRF7,+,1034436,1034449,Genomic
CDH12,ENSG00000154162,IRF7,+,1035652,1035665,Genomic
CDH12,ENSG00000154162,IRF7,+,1038177,1038190,Genomic
CDH12,ENSG00000154162,IRF7,+,1059524,1059537,Genomic
CDH12,ENSG00000154162,IRF7,-,82952,82965,Genomic
CDH12,ENSG00000154162,IRF7,-,87779,87792,Genomic
CDH12,ENSG00000154162,IRF7,-,99540,99553,Genomic
CDH12,ENSG00000154162,IRF7,-,99546,99559,Genomic
CDH12,ENSG00000154162,IRF7,-,107314,107327,Genomic
CDH12,ENSG00000154162,IRF7,-,119396,119409,Genomic
CDH12,ENSG00000154162,IRF7,-,134511,134524,Genomic
CDH12,ENSG00000154162,IRF7,-,195797,195810,Genomic
CDH12,ENSG00000154162,IRF7,-,204820,204833,Genomic
CDH12,ENSG00000154162,IRF7,-,226236,226249,Genomic
CDH12,ENSG00000154162,IRF7,-,229542,229555,Genomic
CDH12,ENSG00000154162,IRF7,-,255796,255809,Genomic
CDH12,ENSG00000154162,IRF7,-,294586,294599,Genomic
CDH12,ENSG00000154162,IRF7,-,301544,301557,Genomic
CDH12,ENSG00000154162,IRF7,-,363271,363284,Genomic
CDH12,ENSG00000154162,IRF7,-,439723,439736,Genomic
CDH12,ENSG00000154162,IRF7,-,490141,490154,Genomic
CDH12,ENSG00000154162,IRF7,-,525102,525115,Genomic
CDH12,ENSG00000154162,IRF7,-,526349,526362,Genomic
CDH12,ENSG00000154162,IRF7,-,555075,555088,Genomic
CDH12,ENSG00000154162,IRF7,-,570668,570681,Genomic
CDH12,ENSG00000154162,IRF7,-,724022,724035,Genomic
CDH12,ENSG00000154162,IRF7,-,740657,740670,Genomic
CDH12,ENSG00000154162,IRF7,-,744954,744967,Genomic
CDH12,ENSG00000154162,IRF7,-,818010,818023,Genomic
CDH12,ENSG00000154162,IRF7,-,834562,834575,Genomic
CDH12,ENSG00000154162,IRF7,-,841409,841422,Genomic
CDH12,ENSG00000154162,IRF7,-,858298,858311,Genomic
CDH12,ENSG00000154162,IRF7,-,861589,861602,Genomic
CDH12,ENSG00000154162,IRF7,-,903273,903286,Genomic
CDH12,ENSG00000154162,IRF7,-,920496,920509,Genomic
CDH12,ENSG00000154162,IRF7,-,925526,925539,Genomic
CDH12,ENSG00000154162,IRF7,-,950779,950792,Genomic
CDH12,ENSG00000154162,IRF7,-,969428,969441,Genomic
CDH12,ENSG00000154162,IRF7,-,971807,971820,Genomic
CDH12,ENSG00000154162,IRF7,-,997383,997396,Genomic
CDH12,ENSG00000154162,IRF7,-,1073039,1073052,Genomic
CDH12,ENSG00000154162,IRF7,-,1082647,1082660,Genomic
CDH12,ENSG00000154162,IRF7,-,1094963,1094976,Genomic
CARS2,ENSG00000134905,IRF7,+,46693,46706,Genomic
CARS2,ENSG00000134905,IRF7,-,30590,30603,Genomic
CARS2,ENSG00000134905,+,871,884,Transcript,
SRPRA,ENSG00000182934,IRF7,+,3279,3292,Genomic
ORC3,ENSG00000135336,IRF7,+,22360,22373,Genomic
ORC3,ENSG00000135336,IRF7,+,69040,69053,Genomic
ORC3,ENSG00000135336,IRF7,+,76513,76526,Genomic
ORC3,ENSG00000135336,IRF7,+,88169,88182,Genomic
ORC3,ENSG00000135336,IRF7,-,22489,22502,Genomic
ORC3,ENSG00000135336,IRF7,-,27259,27272,Genomic
ORC3,ENSG00000135336,IRF7,-,80610,80623,Genomic
MTHFD1,ENSG00000100714,IRF7,+,35454,35467,Genomic
MTHFD1,ENSG00000100714,IRF7,-,14942,14955,Genomic
MTHFD1,ENSG00000100714,IRF7,-,39785,39798,Genomic
MTHFD1,ENSG00000100714,IRF7,-,48014,48027,Genomic
ELOVL4,ENSG00000118402,IRF7,-,5643,5656,Genomic
ELOVL4,ENSG00000118402,IRF7,-,21991,22004,Genomic
RDH12,ENSG00000139988,IRF7,-,1740,1753,Genomic
RDH12,ENSG00000139988,IRF7,-,20304,20317,Genomic
AURKA,ENSG00000087586,IRF7,+,5767,5780,Genomic
AURKA,ENSG00000087586,IRF7,+,16837,16850,Genomic
ACLY,ENSG00000131473,IRF7,+,24787,24800,Genomic
ACLY,ENSG00000131473,IRF7,-,55699,55712,Genomic
COPS5,ENSG00000121022,IRF7,+,10249,10262,Genomic
SON,ENSG00000159140,IRF7,+,11265,11278,Genomic
SON,ENSG00000159140,+,4626,4639,Transcript,
STK32B,ENSG00000152953,IRF7,+,27992,28005,Genomic
STK32B,ENSG00000152953,IRF7,+,52422,52435,Genomic
STK32B,ENSG00000152953,IRF7,+,95317,95330,Genomic
STK32B,ENSG00000152953,IRF7,+,229936,229949,Genomic
STK32B,ENSG00000152953,IRF7,+,232921,232934,Genomic
STK32B,ENSG00000152953,IRF7,+,309967,309980,Genomic
STK32B,ENSG00000152953,IRF7,+,323162,323175,Genomic
STK32B,ENSG00000152953,IRF7,+,359400,359413,Genomic
STK32B,ENSG00000152953,IRF7,-,32325,32338,Genomic
STK32B,ENSG00000152953,IRF7,-,68975,68988,Genomic
STK32B,ENSG00000152953,IRF7,-,174528,174541,Genomic
STK32B,ENSG00000152953,IRF7,-,202700,202713,Genomic
STK32B,ENSG00000152953,IRF7,-,214738,214751,Genomic
STK32B,ENSG00000152953,IRF7,-,275569,275582,Genomic
STK32B,ENSG00000152953,IRF7,-,306720,306733,Genomic
STK32B,ENSG00000152953,IRF7,-,312318,312331,Genomic
STK32B,ENSG00000152953,IRF7,-,361351,361364,Genomic
STK32B,ENSG00000152953,IRF7,-,401633,401646,Genomic
CDH10,ENSG00000040731,IRF7,+,12276,12289,Genomic
CDH10,ENSG00000040731,IRF7,+,45460,45473,Genomic
CDH10,ENSG00000040731,IRF7,+,106243,106256,Genomic
CDH10,ENSG00000040731,IRF7,+,128429,128442,Genomic
CDH10,ENSG00000040731,IRF7,+,137159,137172,Genomic
CDH10,ENSG00000040731,IRF7,-,21602,21615,Genomic
CDH10,ENSG00000040731,IRF7,-,24938,24951,Genomic
CDH10,ENSG00000040731,IRF7,-,86775,86788,Genomic
CDH10,ENSG00000040731,IRF7,-,96292,96305,Genomic
CDH10,ENSG00000040731,IRF7,-,96461,96474,Genomic
CDH10,ENSG00000040731,IRF7,-,117048,117061,Genomic
CDH10,ENSG00000040731,IRF7,-,128316,128329,Genomic
CDH10,ENSG00000040731,IRF7,-,152610,152623,Genomic
CDH10,ENSG00000040731,IRF7,-,155465,155478,Genomic
CDH10,ENSG00000040731,-,2080,2093,Transcript,
TLN1,ENSG00000137076,IRF7,-,20462,20475,Genomic
COL17A1,ENSG00000065618,IRF7,-,18499,18512,Genomic
C12orf45,ENSG00000151131,IRF7,-,6117,6130,Genomic
C12orf45,ENSG00000151131,IRF7,-,37359,37372,Genomic
C12orf45,ENSG00000151131,IRF7,-,62311,62324,Genomic
IGBP1,ENSG00000089289,IRF7,+,19417,19430,Genomic
IGBP1,ENSG00000089289,IRF7,+,22595,22608,Genomic
TMEM71,ENSG00000165071,IRF7,-,27556,27569,Genomic
TMEM71,ENSG00000165071,IRF7,-,58431,58444,Genomic
