Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
DDX58,ENSG00000107201,IRF3,-,38170,38187,Genomic
DDX58,ENSG00000107201,IRF3,-,45677,45694,Genomic
DDX58,ENSG00000107201,IRF3,-,48904,48921,Genomic
ISG15,ENSG00000187608,IRF3,+,12538,12555,Genomic
ISG15,ENSG00000187608,IRF3,+,12746,12763,Genomic
ISG15,ENSG00000187608,IRF3,+,12752,12769,Genomic
ISG15,ENSG00000187608,IRF3,-,8191,8208,Genomic
ISG15,ENSG00000187608,IRF3,-,12703,12720,Genomic
RTP4,ENSG00000136514,IRF3,+,458,475,Genomic
RTP4,ENSG00000136514,IRF3,+,476,493,Genomic
RTP4,ENSG00000136514,IRF3,-,2471,2488,Genomic
HERC6,ENSG00000138642,IRF3,+,55306,55323,Genomic
HERC6,ENSG00000138642,IRF3,+,61123,61140,Genomic
HERC6,ENSG00000138642,IRF3,+,61154,61171,Genomic
HERC6,ENSG00000138642,IRF3,+,61160,61177,Genomic
HERC6,ENSG00000138642,IRF3,+,61166,61183,Genomic
HERC6,ENSG00000138642,IRF3,+,61176,61193,Genomic
HERC6,ENSG00000138642,IRF3,-,1143,1160,Genomic
HERC6,ENSG00000138642,IRF3,-,1172,1189,Genomic
HERC6,ENSG00000138642,IRF3,-,13670,13687,Genomic
HERC6,ENSG00000138642,IRF3,-,13686,13703,Genomic
HERC6,ENSG00000138642,IRF3,-,13691,13708,Genomic
HERC6,ENSG00000138642,IRF3,-,13697,13714,Genomic
HERC6,ENSG00000138642,IRF3,-,13934,13951,Genomic
HERC6,ENSG00000138642,IRF3,-,41875,41892,Genomic
HERC6,ENSG00000138642,IRF3,-,56027,56044,Genomic
CD274,ENSG00000120217,IRF3,+,704,721,Genomic
CD274,ENSG00000120217,IRF3,-,330,347,Genomic
CD274,ENSG00000120217,IRF3,-,336,353,Genomic
SAMD9L,ENSG00000177409,IRF3,+,446,463,Genomic
SAMD9L,ENSG00000177409,IRF3,+,7892,7909,Genomic
SAMD9L,ENSG00000177409,IRF3,+,8950,8967,Genomic
SAMD9L,ENSG00000177409,IRF3,-,2063,2080,Genomic
HELZ2,ENSG00000130589,IRF3,+,500,517,Genomic
HELZ2,ENSG00000130589,+,0,17,Transcript,
IFI44,ENSG00000137965,IRF3,+,15001,15018,Genomic
IFI44,ENSG00000137965,IRF3,-,474,491,Genomic
IFI44,ENSG00000137965,IRF3,-,4008,4025,Genomic
TLR3,ENSG00000164342,IRF3,+,7762,7779,Genomic
TLR3,ENSG00000164342,IRF3,-,9145,9162,Genomic
TLR3,ENSG00000164342,IRF3,-,9787,9804,Genomic
CIITA,ENSG00000179583,IRF3,+,1670,1687,Genomic
CIITA,ENSG00000179583,IRF3,+,13180,13197,Genomic
CIITA,ENSG00000179583,IRF3,+,69393,69410,Genomic
CIITA,ENSG00000179583,IRF3,-,8477,8494,Genomic
CIITA,ENSG00000179583,IRF3,-,30366,30383,Genomic
CIITA,ENSG00000179583,IRF3,-,45772,45789,Genomic
CIITA,ENSG00000179583,IRF3,-,45813,45830,Genomic
CIITA,ENSG00000179583,IRF3,-,45819,45836,Genomic
CIITA,ENSG00000179583,IRF3,-,45829,45846,Genomic
CIITA,ENSG00000179583,IRF3,-,47565,47582,Genomic
CIITA,ENSG00000179583,IRF3,-,47579,47596,Genomic
CIITA,ENSG00000179583,+,14781,14798,Transcript,
ISG20,ENSG00000172183,IRF3,+,3771,3788,Genomic
ISG20,ENSG00000172183,IRF3,+,5002,5019,Genomic
ISG20,ENSG00000172183,IRF3,-,5330,5347,Genomic
PARP14,ENSG00000173193,IRF3,+,16,33,Genomic
PARP14,ENSG00000173193,IRF3,+,465,482,Genomic
PARP14,ENSG00000173193,IRF3,+,1711,1728,Genomic
PARP14,ENSG00000173193,IRF3,+,1717,1734,Genomic
PARP14,ENSG00000173193,IRF3,+,38073,38090,Genomic
PARP14,ENSG00000173193,IRF3,-,2815,2832,Genomic
PARP14,ENSG00000173193,IRF3,-,17978,17995,Genomic
PARP14,ENSG00000173193,IRF3,-,21872,21889,Genomic
PARP14,ENSG00000173193,IRF3,-,31444,31461,Genomic
PARP14,ENSG00000173193,IRF3,-,31696,31713,Genomic
PARP14,ENSG00000173193,IRF3,-,41321,41338,Genomic
PARP14,ENSG00000173193,IRF3,-,41327,41344,Genomic
PARP14,ENSG00000173193,IRF3,-,45549,45566,Genomic
PARP14,ENSG00000173193,IRF3,-,45980,45997,Genomic
PARP14,ENSG00000173193,+,4305,4322,Transcript,
XAF1,ENSG00000132530,IRF3,+,18222,18239,Genomic
XAF1,ENSG00000132530,IRF3,+,19424,19441,Genomic
XAF1,ENSG00000132530,IRF3,-,1067,1084,Genomic
XAF1,ENSG00000132530,+,938,955,Transcript,
XAF1,ENSG00000132530,+,2140,2157,Transcript,
IRF7,ENSG00000185507,IRF3,+,216,233,Genomic
IRF7,ENSG00000185507,IRF3,-,773,790,Genomic
APOL2,ENSG00000128335,IRF3,+,2167,2184,Genomic
APOL2,ENSG00000128335,IRF3,+,14472,14489,Genomic
APOL2,ENSG00000128335,IRF3,-,867,884,Genomic
APOL2,ENSG00000128335,IRF3,-,873,890,Genomic
APOL2,ENSG00000128335,IRF3,-,5611,5628,Genomic
APOL2,ENSG00000128335,IRF3,-,8682,8699,Genomic
SAMD9,ENSG00000205413,IRF3,+,402,419,Genomic
SAMD9,ENSG00000205413,IRF3,+,408,425,Genomic
SAMD9,ENSG00000205413,IRF3,-,7886,7903,Genomic
APOL3,ENSG00000128284,IRF3,+,9716,9733,Genomic
APOL3,ENSG00000128284,IRF3,-,5862,5879,Genomic
APOL3,ENSG00000128284,IRF3,-,16217,16234,Genomic
IL15RA,ENSG00000134470,IRF3,+,1076,1093,Genomic
IL15RA,ENSG00000134470,IRF3,+,32901,32918,Genomic
IL15RA,ENSG00000134470,IRF3,+,32907,32924,Genomic
BST2,ENSG00000130303,IRF3,+,370,387,Genomic
SLFN12L,ENSG00000205045,IRF3,+,34463,34480,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65841,65858,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65907,65924,Genomic
SLFN12L,ENSG00000205045,IRF3,+,65913,65930,Genomic
SLFN12L,ENSG00000205045,IRF3,+,67256,67273,Genomic
SLFN12L,ENSG00000205045,IRF3,-,8157,8174,Genomic
SLFN12L,ENSG00000205045,IRF3,-,25865,25882,Genomic
SLFN12L,ENSG00000205045,IRF3,-,26074,26091,Genomic
SLFN12L,ENSG00000205045,IRF3,-,73391,73408,Genomic
SLFN12L,ENSG00000205045,+,5130,5147,Transcript,
SLFN12L,ENSG00000205045,+,5196,5213,Transcript,
SLFN12L,ENSG00000205045,+,5202,5219,Transcript,
SLFN12L,ENSG00000205045,+,6545,6562,Transcript,
SLFN12L,ENSG00000205045,-,12680,12697,Transcript,
LGALS9,ENSG00000168961,IRF3,-,4889,4906,Genomic
TAP1,ENSG00000168394,IRF3,-,477,494,Genomic
TAP1,ENSG00000168394,IRF3,-,5934,5951,Genomic
TRIM14,ENSG00000106785,IRF3,+,38911,38928,Genomic
TRIM14,ENSG00000106785,IRF3,-,473,490,Genomic
PARP12,ENSG00000059378,IRF3,+,19935,19952,Genomic
PARP12,ENSG00000059378,IRF3,+,25147,25164,Genomic
PARP12,ENSG00000059378,IRF3,-,489,506,Genomic
PARP12,ENSG00000059378,IRF3,-,6098,6115,Genomic
PARP12,ENSG00000059378,IRF3,-,9426,9443,Genomic
PARP12,ENSG00000059378,IRF3,-,24195,24212,Genomic
PARP12,ENSG00000059378,IRF3,-,33570,33587,Genomic
PARP12,ENSG00000059378,IRF3,-,38949,38966,Genomic
PARP12,ENSG00000059378,-,2267,2284,Transcript,
WARS,ENSG00000140105,IRF3,+,1418,1435,Genomic
WARS,ENSG00000140105,IRF3,+,1897,1914,Genomic
WARS,ENSG00000140105,IRF3,+,33657,33674,Genomic
WARS,ENSG00000140105,IRF3,-,10127,10144,Genomic
WARS,ENSG00000140105,IRF3,-,18752,18769,Genomic
WARS,ENSG00000140105,IRF3,-,35966,35983,Genomic
WARS,ENSG00000140105,IRF3,-,37684,37701,Genomic
SP110,ENSG00000135899,IRF3,+,488,505,Genomic
SP110,ENSG00000135899,IRF3,+,31153,31170,Genomic
SP110,ENSG00000135899,IRF3,+,33032,33049,Genomic
SP110,ENSG00000135899,IRF3,+,48637,48654,Genomic
SP110,ENSG00000135899,IRF3,-,5731,5748,Genomic
SP110,ENSG00000135899,IRF3,-,6193,6210,Genomic
SP110,ENSG00000135899,IRF3,-,31746,31763,Genomic
SP110,ENSG00000135899,IRF3,-,41577,41594,Genomic
SP110,ENSG00000135899,IRF3,-,44010,44027,Genomic
SP110,ENSG00000135899,IRF3,-,54772,54789,Genomic
SP110,ENSG00000135899,+,1647,1664,Transcript,
SAMHD1,ENSG00000101347,IRF3,-,1501,1518,Genomic
SAMHD1,ENSG00000101347,IRF3,-,1507,1524,Genomic
SAMHD1,ENSG00000101347,IRF3,-,5310,5327,Genomic
SAMHD1,ENSG00000101347,IRF3,-,5960,5977,Genomic
SAMHD1,ENSG00000101347,IRF3,-,24648,24665,Genomic
SAMHD1,ENSG00000101347,IRF3,-,54700,54717,Genomic
CXCL16,ENSG00000161921,IRF3,-,6979,6996,Genomic
PARP9,ENSG00000138496,IRF3,+,26293,26310,Genomic
PARP9,ENSG00000138496,IRF3,+,27568,27585,Genomic
PARP9,ENSG00000138496,IRF3,-,735,752,Genomic
PARP9,ENSG00000138496,IRF3,-,17205,17222,Genomic
PARP9,ENSG00000138496,IRF3,-,34868,34885,Genomic
GCH1,ENSG00000131979,IRF3,+,53431,53448,Genomic
GCH1,ENSG00000131979,IRF3,-,45254,45271,Genomic
RNF213,ENSG00000173821,IRF3,+,3221,3238,Genomic
RNF213,ENSG00000173821,IRF3,+,6065,6082,Genomic
RNF213,ENSG00000173821,IRF3,+,6071,6088,Genomic
RNF213,ENSG00000173821,IRF3,+,101176,101193,Genomic
RNF213,ENSG00000173821,IRF3,+,114749,114766,Genomic
RNF213,ENSG00000173821,IRF3,+,122680,122697,Genomic
RNF213,ENSG00000173821,IRF3,-,691,708,Genomic
RNF213,ENSG00000173821,IRF3,-,3796,3813,Genomic
RNF213,ENSG00000173821,IRF3,-,21936,21953,Genomic
RNF213,ENSG00000173821,IRF3,-,30194,30211,Genomic
RNF213,ENSG00000173821,IRF3,-,45254,45271,Genomic
RNF213,ENSG00000173821,IRF3,-,48319,48336,Genomic
RNF213,ENSG00000173821,IRF3,-,57056,57073,Genomic
RNF213,ENSG00000173821,IRF3,-,59639,59656,Genomic
RNF213,ENSG00000173821,IRF3,-,62731,62748,Genomic
RNF213,ENSG00000173821,IRF3,-,107826,107843,Genomic
RNF213,ENSG00000173821,+,50,67,Transcript,
RNF213,ENSG00000173821,+,14190,14207,Transcript,
DHX58,ENSG00000108771,IRF3,-,482,499,Genomic
DHX58,ENSG00000108771,IRF3,-,488,505,Genomic
DHX58,ENSG00000108771,IRF3,-,1008,1025,Genomic
DHX58,ENSG00000108771,-,109,126,Transcript,
IL18BP,ENSG00000137496,IRF3,+,1431,1448,Genomic
CCL7,ENSG00000108688,IRF3,-,1329,1346,Genomic
TMEM140,ENSG00000146859,IRF3,+,441,458,Genomic
TMEM140,ENSG00000146859,IRF3,-,11351,11368,Genomic
DDX60,ENSG00000137628,IRF3,+,537,554,Genomic
DDX60,ENSG00000137628,IRF3,+,572,589,Genomic
DDX60,ENSG00000137628,IRF3,+,25720,25737,Genomic
DDX60,ENSG00000137628,IRF3,+,29060,29077,Genomic
DDX60,ENSG00000137628,IRF3,+,60103,60120,Genomic
DDX60,ENSG00000137628,IRF3,-,167,184,Genomic
DDX60,ENSG00000137628,IRF3,-,1879,1896,Genomic
DDX60,ENSG00000137628,IRF3,-,1960,1977,Genomic
DDX60,ENSG00000137628,IRF3,-,4858,4875,Genomic
DDX60,ENSG00000137628,IRF3,-,19762,19779,Genomic
DDX60,ENSG00000137628,IRF3,-,20957,20974,Genomic
DDX60,ENSG00000137628,IRF3,-,28195,28212,Genomic
DDX60,ENSG00000137628,IRF3,-,31048,31065,Genomic
DDX60,ENSG00000137628,IRF3,-,33324,33341,Genomic
DDX60,ENSG00000137628,IRF3,-,55840,55857,Genomic
DDX60,ENSG00000137628,IRF3,-,67199,67216,Genomic
DDX60,ENSG00000137628,IRF3,-,74039,74056,Genomic
DDX60,ENSG00000137628,IRF3,-,74636,74653,Genomic
DDX60,ENSG00000137628,IRF3,-,75366,75383,Genomic
DDX60,ENSG00000137628,IRF3,-,86704,86721,Genomic
DDX60,ENSG00000137628,IRF3,-,88477,88494,Genomic
DDX60,ENSG00000137628,IRF3,-,88518,88535,Genomic
DDX60,ENSG00000137628,IRF3,-,89328,89345,Genomic
DDX60,ENSG00000137628,IRF3,-,93974,93991,Genomic
DDX60,ENSG00000137628,IRF3,-,96269,96286,Genomic
DDX60,ENSG00000137628,IRF3,-,97052,97069,Genomic
DDX60,ENSG00000137628,IRF3,-,99321,99338,Genomic
PNPT1,ENSG00000138035,IRF3,+,40606,40623,Genomic
PNPT1,ENSG00000138035,IRF3,+,40895,40912,Genomic
PNPT1,ENSG00000138035,IRF3,-,16130,16147,Genomic
PNPT1,ENSG00000138035,IRF3,-,21020,21037,Genomic
PNPT1,ENSG00000138035,IRF3,-,34036,34053,Genomic
PNPT1,ENSG00000138035,IRF3,-,60433,60450,Genomic
SOCS1,ENSG00000185338,IRF3,+,387,404,Genomic
MLKL,ENSG00000168404,IRF3,+,20518,20535,Genomic
MLKL,ENSG00000168404,IRF3,+,29813,29830,Genomic
MLKL,ENSG00000168404,IRF3,-,7975,7992,Genomic
IRF1,ENSG00000125347,IRF3,+,34710,34727,Genomic
IRF1,ENSG00000125347,IRF3,+,34725,34742,Genomic
IRF1,ENSG00000125347,IRF3,+,44781,44798,Genomic
IRF1,ENSG00000125347,IRF3,+,56510,56527,Genomic
IRF1,ENSG00000125347,IRF3,+,56795,56812,Genomic
IRF1,ENSG00000125347,IRF3,-,39901,39918,Genomic
IRF1,ENSG00000125347,IRF3,-,44803,44820,Genomic
IRF1,ENSG00000125347,IRF3,-,44809,44826,Genomic
IRF1,ENSG00000125347,IRF3,-,58397,58414,Genomic
APOL1,ENSG00000100342,IRF3,+,3033,3050,Genomic
APOL1,ENSG00000100342,IRF3,+,6784,6801,Genomic
APOL1,ENSG00000100342,IRF3,+,15181,15198,Genomic
APOL1,ENSG00000100342,IRF3,-,502,519,Genomic
APOL1,ENSG00000100342,IRF3,-,508,525,Genomic
DTX3L,ENSG00000163840,IRF3,+,488,505,Genomic
TDRD7,ENSG00000196116,IRF3,+,17781,17798,Genomic
TDRD7,ENSG00000196116,IRF3,+,35591,35608,Genomic
TDRD7,ENSG00000196116,IRF3,+,42113,42130,Genomic
TDRD7,ENSG00000196116,IRF3,+,46283,46300,Genomic
TDRD7,ENSG00000196116,IRF3,+,68496,68513,Genomic
TDRD7,ENSG00000196116,IRF3,-,30832,30849,Genomic
TDRD7,ENSG00000196116,IRF3,-,30838,30855,Genomic
TDRD7,ENSG00000196116,IRF3,-,48373,48390,Genomic
TDRD7,ENSG00000196116,IRF3,-,61093,61110,Genomic
TDRD7,ENSG00000196116,IRF3,-,80413,80430,Genomic
TDRD7,ENSG00000196116,+,493,510,Transcript,
GBP2,ENSG00000162645,IRF3,+,17639,17656,Genomic
GBP2,ENSG00000162645,IRF3,+,27118,27135,Genomic
GBP2,ENSG00000162645,IRF3,+,41020,41037,Genomic
GBP2,ENSG00000162645,IRF3,-,7711,7728,Genomic
GBP2,ENSG00000162645,IRF3,-,21952,21969,Genomic
GBP2,ENSG00000162645,IRF3,-,28941,28958,Genomic
GBP2,ENSG00000162645,IRF3,-,40329,40346,Genomic
GBP2,ENSG00000162645,IRF3,-,43096,43113,Genomic
GBP2,ENSG00000162645,-,2359,2376,Transcript,
LMO2,ENSG00000135363,IRF3,+,18903,18920,Genomic
LMO2,ENSG00000135363,IRF3,+,21470,21487,Genomic
LMO2,ENSG00000135363,IRF3,+,24819,24836,Genomic
LMO2,ENSG00000135363,IRF3,+,33772,33789,Genomic
LMO2,ENSG00000135363,IRF3,-,32283,32300,Genomic
LMO2,ENSG00000135363,+,1852,1869,Transcript,
PDZD2,ENSG00000133401,IRF3,+,17030,17047,Genomic
PDZD2,ENSG00000133401,IRF3,+,28748,28765,Genomic
PDZD2,ENSG00000133401,IRF3,+,140313,140330,Genomic
PDZD2,ENSG00000133401,IRF3,+,150569,150586,Genomic
PDZD2,ENSG00000133401,IRF3,+,193596,193613,Genomic
PDZD2,ENSG00000133401,IRF3,+,195025,195042,Genomic
PDZD2,ENSG00000133401,IRF3,+,209590,209607,Genomic
PDZD2,ENSG00000133401,IRF3,+,265038,265055,Genomic
PDZD2,ENSG00000133401,IRF3,+,302803,302820,Genomic
PDZD2,ENSG00000133401,IRF3,+,326543,326560,Genomic
PDZD2,ENSG00000133401,IRF3,+,334707,334724,Genomic
PDZD2,ENSG00000133401,IRF3,+,344685,344702,Genomic
PDZD2,ENSG00000133401,IRF3,+,356319,356336,Genomic
PDZD2,ENSG00000133401,IRF3,+,359801,359818,Genomic
PDZD2,ENSG00000133401,IRF3,+,360510,360527,Genomic
PDZD2,ENSG00000133401,IRF3,+,360721,360738,Genomic
PDZD2,ENSG00000133401,IRF3,+,381715,381732,Genomic
PDZD2,ENSG00000133401,IRF3,+,386070,386087,Genomic
PDZD2,ENSG00000133401,IRF3,+,431311,431328,Genomic
PDZD2,ENSG00000133401,IRF3,+,439345,439362,Genomic
PDZD2,ENSG00000133401,IRF3,-,7848,7865,Genomic
PDZD2,ENSG00000133401,IRF3,-,24588,24605,Genomic
PDZD2,ENSG00000133401,IRF3,-,50236,50253,Genomic
PDZD2,ENSG00000133401,IRF3,-,63236,63253,Genomic
PDZD2,ENSG00000133401,IRF3,-,148954,148971,Genomic
PDZD2,ENSG00000133401,IRF3,-,148982,148999,Genomic
PDZD2,ENSG00000133401,IRF3,-,205816,205833,Genomic
PDZD2,ENSG00000133401,IRF3,-,214756,214773,Genomic
PDZD2,ENSG00000133401,IRF3,-,225646,225663,Genomic
PDZD2,ENSG00000133401,IRF3,-,248832,248849,Genomic
PDZD2,ENSG00000133401,IRF3,-,249501,249518,Genomic
PDZD2,ENSG00000133401,IRF3,-,249557,249574,Genomic
PDZD2,ENSG00000133401,IRF3,-,256248,256265,Genomic
PDZD2,ENSG00000133401,IRF3,-,256254,256271,Genomic
PDZD2,ENSG00000133401,IRF3,-,263584,263601,Genomic
PDZD2,ENSG00000133401,IRF3,-,263679,263696,Genomic
PDZD2,ENSG00000133401,IRF3,-,271764,271781,Genomic
PDZD2,ENSG00000133401,IRF3,-,307372,307389,Genomic
PDZD2,ENSG00000133401,IRF3,-,308053,308070,Genomic
PDZD2,ENSG00000133401,IRF3,-,348241,348258,Genomic
PDZD2,ENSG00000133401,IRF3,-,355201,355218,Genomic
PDZD2,ENSG00000133401,IRF3,-,355796,355813,Genomic
PDZD2,ENSG00000133401,IRF3,-,373160,373177,Genomic
PDZD2,ENSG00000133401,IRF3,-,381962,381979,Genomic
PDZD2,ENSG00000133401,IRF3,-,420192,420209,Genomic
PDZD2,ENSG00000133401,IRF3,-,441332,441349,Genomic
PDZD2,ENSG00000133401,IRF3,-,459701,459718,Genomic
PDZD2,ENSG00000133401,IRF3,-,459707,459724,Genomic
PDZD2,ENSG00000133401,IRF3,-,460903,460920,Genomic
PDZD2,ENSG00000133401,+,1304,1321,Transcript,
ATF3,ENSG00000162772,IRF3,+,42125,42142,Genomic
ATF3,ENSG00000162772,IRF3,+,47666,47683,Genomic
ATF3,ENSG00000162772,IRF3,+,50037,50054,Genomic
ATF3,ENSG00000162772,IRF3,+,50043,50060,Genomic
ATF3,ENSG00000162772,IRF3,-,15457,15474,Genomic
ATF3,ENSG00000162772,IRF3,-,18983,19000,Genomic
ATF3,ENSG00000162772,IRF3,-,31698,31715,Genomic
ATF3,ENSG00000162772,IRF3,-,32950,32967,Genomic
TRIM21,ENSG00000132109,IRF3,+,511,528,Genomic
TRIM21,ENSG00000132109,IRF3,+,517,534,Genomic
TRIM21,ENSG00000132109,IRF3,+,7668,7685,Genomic
TRIM21,ENSG00000132109,+,11,28,Transcript,
TRIM21,ENSG00000132109,+,17,34,Transcript,
CYP2J2,ENSG00000134716,IRF3,+,27441,27458,Genomic
CYP2J2,ENSG00000134716,IRF3,+,27447,27464,Genomic
CYP2J2,ENSG00000134716,IRF3,-,2527,2544,Genomic
CYP2J2,ENSG00000134716,IRF3,-,8481,8498,Genomic
CYP2J2,ENSG00000134716,IRF3,-,23835,23852,Genomic
PSMB9,ENSG00000240065,IRF3,+,400,417,Genomic
PSMB9,ENSG00000240065,IRF3,+,4730,4747,Genomic
PSMB9,ENSG00000240065,IRF3,+,10187,10204,Genomic
PSMB9,ENSG00000240065,IRF3,-,10935,10952,Genomic
NLRC5,ENSG00000140853,IRF3,+,48929,48946,Genomic
NLRC5,ENSG00000140853,IRF3,+,63504,63521,Genomic
NLRC5,ENSG00000140853,IRF3,+,65520,65537,Genomic
NLRC5,ENSG00000140853,IRF3,-,6983,7000,Genomic
NLRC5,ENSG00000140853,IRF3,-,55489,55506,Genomic
NLRC5,ENSG00000140853,IRF3,-,73487,73504,Genomic
NLRC5,ENSG00000140853,IRF3,-,73647,73664,Genomic
NLRC5,ENSG00000140853,IRF3,-,92505,92522,Genomic
TMEM229B,ENSG00000198133,IRF3,+,3827,3844,Genomic
TMEM229B,ENSG00000198133,IRF3,+,9660,9677,Genomic
TMEM229B,ENSG00000198133,IRF3,+,58665,58682,Genomic
TMEM229B,ENSG00000198133,IRF3,-,15496,15513,Genomic
TMEM229B,ENSG00000198133,IRF3,-,45501,45518,Genomic
TMEM229B,ENSG00000198133,IRF3,-,45507,45524,Genomic
TMEM229B,ENSG00000198133,IRF3,-,76932,76949,Genomic
TMEM229B,ENSG00000198133,IRF3,-,79551,79568,Genomic
NMI,ENSG00000123609,IRF3,+,449,466,Genomic
NMI,ENSG00000123609,IRF3,-,2075,2092,Genomic
PLEKHA4,ENSG00000105559,IRF3,+,503,520,Genomic
PLEKHA4,ENSG00000105559,IRF3,+,546,563,Genomic
PLEKHA4,ENSG00000105559,IRF3,+,553,570,Genomic
PLEKHA4,ENSG00000105559,IRF3,+,722,739,Genomic
