Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
PARP14,ENSG00000173193,IRF3,+,38073,38090,Genomic
PARP14,ENSG00000173193,IRF3,-,2815,2832,Genomic
PARP14,ENSG00000173193,IRF3,-,31444,31461,Genomic
PARP14,ENSG00000173193,IRF3,-,31696,31713,Genomic
PARP14,ENSG00000173193,IRF3,-,41327,41344,Genomic
PARP14,ENSG00000173193,IRF3,-,45549,45566,Genomic
PARP14,ENSG00000173193,IRF3,-,45980,45997,Genomic
PARP14,ENSG00000173193,+,4305,4322,Transcript,
XAF1,ENSG00000132530,IRF3,+,19424,19441,Genomic
XAF1,ENSG00000132530,IRF3,-,1067,1084,Genomic
XAF1,ENSG00000132530,+,2140,2157,Transcript,
IRF7,ENSG00000185507,IRF3,+,216,233,Genomic
IRF7,ENSG00000185507,IRF3,-,773,790,Genomic
APOL2,ENSG00000128335,IRF3,+,2167,2184,Genomic
APOL2,ENSG00000128335,IRF3,-,867,884,Genomic
APOL2,ENSG00000128335,IRF3,-,873,890,Genomic
APOL2,ENSG00000128335,IRF3,-,5611,5628,Genomic
APOL2,ENSG00000128335,IRF3,-,8682,8699,Genomic
SAMD9,ENSG00000205413,IRF3,+,402,419,Genomic
SAMD9,ENSG00000205413,IRF3,+,408,425,Genomic
SAMD9,ENSG00000205413,IRF3,-,7886,7903,Genomic
APOL3,ENSG00000128284,IRF3,+,9716,9733,Genomic
APOL3,ENSG00000128284,IRF3,-,5862,5879,Genomic
APOL3,ENSG00000128284,IRF3,-,16217,16234,Genomic
IL15RA,ENSG00000134470,IRF3,+,1076,1093,Genomic
IL15RA,ENSG00000134470,IRF3,+,32901,32918,Genomic
IL15RA,ENSG00000134470,IRF3,+,32907,32924,Genomic
BST2,ENSG00000130303,IRF3,+,370,387,Genomic
SLFN12L,ENSG00000205045,IRF3,+,34463,34480,Genomic
SLFN12L,ENSG00000205045,IRF3,+,67256,67273,Genomic
SLFN12L,ENSG00000205045,+,6545,6562,Transcript,
LGALS9,ENSG00000168961,IRF3,-,4889,4906,Genomic
TAP1,ENSG00000168394,IRF3,-,477,494,Genomic
TRIM14,ENSG00000106785,IRF3,+,38911,38928,Genomic
TRIM14,ENSG00000106785,IRF3,-,473,490,Genomic
PARP12,ENSG00000059378,IRF3,+,25147,25164,Genomic
PARP12,ENSG00000059378,IRF3,-,489,506,Genomic
PARP12,ENSG00000059378,IRF3,-,6098,6115,Genomic
PARP12,ENSG00000059378,IRF3,-,9426,9443,Genomic
PARP12,ENSG00000059378,IRF3,-,24195,24212,Genomic
WARS,ENSG00000140105,IRF3,+,1897,1914,Genomic
WARS,ENSG00000140105,IRF3,-,35966,35983,Genomic
SP110,ENSG00000135899,IRF3,+,31153,31170,Genomic
SP110,ENSG00000135899,IRF3,+,33032,33049,Genomic
SP110,ENSG00000135899,IRF3,-,6193,6210,Genomic
SP110,ENSG00000135899,IRF3,-,31746,31763,Genomic
SP110,ENSG00000135899,IRF3,-,44010,44027,Genomic
SAMHD1,ENSG00000101347,IRF3,-,1501,1518,Genomic
SAMHD1,ENSG00000101347,IRF3,-,1507,1524,Genomic
SAMHD1,ENSG00000101347,IRF3,-,5310,5327,Genomic
PARP9,ENSG00000138496,IRF3,+,27568,27585,Genomic
PARP9,ENSG00000138496,IRF3,-,735,752,Genomic
PARP9,ENSG00000138496,IRF3,-,34868,34885,Genomic
RNF213,ENSG00000173821,IRF3,+,3221,3238,Genomic
RNF213,ENSG00000173821,IRF3,+,6071,6088,Genomic
RNF213,ENSG00000173821,IRF3,+,101176,101193,Genomic
RNF213,ENSG00000173821,IRF3,-,691,708,Genomic
RNF213,ENSG00000173821,IRF3,-,3796,3813,Genomic
RNF213,ENSG00000173821,IRF3,-,57056,57073,Genomic
RNF213,ENSG00000173821,IRF3,-,59639,59656,Genomic
RNF213,ENSG00000173821,IRF3,-,62731,62748,Genomic
RNF213,ENSG00000173821,IRF3,-,107826,107843,Genomic
RNF213,ENSG00000173821,+,50,67,Transcript,
DHX58,ENSG00000108771,IRF3,-,482,499,Genomic
DHX58,ENSG00000108771,IRF3,-,1008,1025,Genomic
DHX58,ENSG00000108771,-,109,126,Transcript,
IL18BP,ENSG00000137496,IRF3,+,1431,1448,Genomic
CCL7,ENSG00000108688,IRF3,-,1329,1346,Genomic
TMEM140,ENSG00000146859,IRF3,+,441,458,Genomic
TMEM140,ENSG00000146859,IRF3,-,11351,11368,Genomic
DDX60,ENSG00000137628,IRF3,+,537,554,Genomic
DDX60,ENSG00000137628,IRF3,+,572,589,Genomic
DDX60,ENSG00000137628,IRF3,+,25720,25737,Genomic
DDX60,ENSG00000137628,IRF3,+,29060,29077,Genomic
DDX60,ENSG00000137628,IRF3,+,60103,60120,Genomic
DDX60,ENSG00000137628,IRF3,-,20957,20974,Genomic
DDX60,ENSG00000137628,IRF3,-,28195,28212,Genomic
DDX60,ENSG00000137628,IRF3,-,55840,55857,Genomic
DDX60,ENSG00000137628,IRF3,-,75366,75383,Genomic
DDX60,ENSG00000137628,IRF3,-,86704,86721,Genomic
DDX60,ENSG00000137628,IRF3,-,93974,93991,Genomic
PNPT1,ENSG00000138035,IRF3,-,16130,16147,Genomic
PNPT1,ENSG00000138035,IRF3,-,21020,21037,Genomic
PNPT1,ENSG00000138035,IRF3,-,34036,34053,Genomic
PNPT1,ENSG00000138035,IRF3,-,60433,60450,Genomic
SOCS1,ENSG00000185338,IRF3,+,387,404,Genomic
IRF1,ENSG00000125347,IRF3,+,44781,44798,Genomic
IRF1,ENSG00000125347,IRF3,+,56510,56527,Genomic
IRF1,ENSG00000125347,IRF3,+,56795,56812,Genomic
IRF1,ENSG00000125347,IRF3,-,44809,44826,Genomic
APOL1,ENSG00000100342,IRF3,+,6784,6801,Genomic
APOL1,ENSG00000100342,IRF3,-,502,519,Genomic
APOL1,ENSG00000100342,IRF3,-,508,525,Genomic
DTX3L,ENSG00000163840,IRF3,+,488,505,Genomic
TDRD7,ENSG00000196116,IRF3,+,35591,35608,Genomic
TDRD7,ENSG00000196116,IRF3,-,30832,30849,Genomic
TDRD7,ENSG00000196116,IRF3,-,80413,80430,Genomic
TDRD7,ENSG00000196116,+,493,510,Transcript,
GBP2,ENSG00000162645,IRF3,+,17639,17656,Genomic
GBP2,ENSG00000162645,IRF3,+,41020,41037,Genomic
LMO2,ENSG00000135363,IRF3,+,18903,18920,Genomic
LMO2,ENSG00000135363,IRF3,+,33772,33789,Genomic
LMO2,ENSG00000135363,+,1852,1869,Transcript,
PDZD2,ENSG00000133401,IRF3,+,28748,28765,Genomic
PDZD2,ENSG00000133401,IRF3,+,140313,140330,Genomic
PDZD2,ENSG00000133401,IRF3,+,195025,195042,Genomic
PDZD2,ENSG00000133401,IRF3,+,209590,209607,Genomic
PDZD2,ENSG00000133401,IRF3,+,302803,302820,Genomic
PDZD2,ENSG00000133401,IRF3,+,381715,381732,Genomic
PDZD2,ENSG00000133401,IRF3,+,386070,386087,Genomic
PDZD2,ENSG00000133401,IRF3,+,431311,431328,Genomic
PDZD2,ENSG00000133401,IRF3,-,7848,7865,Genomic
PDZD2,ENSG00000133401,IRF3,-,24588,24605,Genomic
PDZD2,ENSG00000133401,IRF3,-,50236,50253,Genomic
PDZD2,ENSG00000133401,IRF3,-,63236,63253,Genomic
PDZD2,ENSG00000133401,IRF3,-,205816,205833,Genomic
PDZD2,ENSG00000133401,IRF3,-,214756,214773,Genomic
PDZD2,ENSG00000133401,IRF3,-,249501,249518,Genomic
PDZD2,ENSG00000133401,IRF3,-,249557,249574,Genomic
PDZD2,ENSG00000133401,IRF3,-,256248,256265,Genomic
PDZD2,ENSG00000133401,IRF3,-,263584,263601,Genomic
PDZD2,ENSG00000133401,IRF3,-,263679,263696,Genomic
PDZD2,ENSG00000133401,IRF3,-,348241,348258,Genomic
PDZD2,ENSG00000133401,IRF3,-,355201,355218,Genomic
PDZD2,ENSG00000133401,IRF3,-,355796,355813,Genomic
PDZD2,ENSG00000133401,IRF3,-,381962,381979,Genomic
PDZD2,ENSG00000133401,IRF3,-,441332,441349,Genomic
PDZD2,ENSG00000133401,IRF3,-,459707,459724,Genomic
PDZD2,ENSG00000133401,IRF3,-,460903,460920,Genomic
ATF3,ENSG00000162772,IRF3,+,47666,47683,Genomic
ATF3,ENSG00000162772,IRF3,+,50037,50054,Genomic
ATF3,ENSG00000162772,IRF3,+,50043,50060,Genomic
ATF3,ENSG00000162772,IRF3,-,18983,19000,Genomic
ATF3,ENSG00000162772,IRF3,-,31698,31715,Genomic
ATF3,ENSG00000162772,IRF3,-,32950,32967,Genomic
TRIM21,ENSG00000132109,IRF3,+,511,528,Genomic
TRIM21,ENSG00000132109,IRF3,+,517,534,Genomic
TRIM21,ENSG00000132109,+,11,28,Transcript,
TRIM21,ENSG00000132109,+,17,34,Transcript,
CYP2J2,ENSG00000134716,IRF3,+,27441,27458,Genomic
CYP2J2,ENSG00000134716,IRF3,+,27447,27464,Genomic
CYP2J2,ENSG00000134716,IRF3,-,8481,8498,Genomic
PSMB9,ENSG00000240065,IRF3,+,400,417,Genomic
PSMB9,ENSG00000240065,IRF3,+,10187,10204,Genomic
PSMB9,ENSG00000240065,IRF3,-,10935,10952,Genomic
NLRC5,ENSG00000140853,IRF3,+,48929,48946,Genomic
NLRC5,ENSG00000140853,IRF3,+,65520,65537,Genomic
NLRC5,ENSG00000140853,IRF3,-,55489,55506,Genomic
NLRC5,ENSG00000140853,IRF3,-,92505,92522,Genomic
TMEM229B,ENSG00000198133,IRF3,+,3827,3844,Genomic
TMEM229B,ENSG00000198133,IRF3,-,45501,45518,Genomic
TMEM229B,ENSG00000198133,IRF3,-,45507,45524,Genomic
TMEM229B,ENSG00000198133,IRF3,-,76932,76949,Genomic
TMEM229B,ENSG00000198133,IRF3,-,79551,79568,Genomic
NMI,ENSG00000123609,IRF3,+,449,466,Genomic
PLEKHA4,ENSG00000105559,IRF3,+,503,520,Genomic
PLEKHA4,ENSG00000105559,IRF3,-,7377,7394,Genomic
PLEKHA4,ENSG00000105559,IRF3,-,8212,8229,Genomic
PLEKHA4,ENSG00000105559,IRF3,-,8218,8235,Genomic
PLEKHA4,ENSG00000105559,IRF3,-,8240,8257,Genomic
PLEKHA4,ENSG00000105559,IRF3,-,12162,12179,Genomic
PLEKHA4,ENSG00000105559,+,3,20,Transcript,
TRIM69,ENSG00000185880,IRF3,+,2576,2593,Genomic
TRIM69,ENSG00000185880,IRF3,+,6866,6883,Genomic
APOL4,ENSG00000100336,IRF3,+,7929,7946,Genomic
TAP2,ENSG00000204267,IRF3,+,436,453,Genomic
SERPINB9,ENSG00000170542,IRF3,+,3961,3978,Genomic
SERPINB9,ENSG00000170542,IRF3,+,10492,10509,Genomic
SERPINB9,ENSG00000170542,IRF3,-,15630,15647,Genomic
SERPINB9,ENSG00000170542,-,3233,3250,Transcript,
GALNT3,ENSG00000115339,IRF3,+,51917,51934,Genomic
GALNT3,ENSG00000115339,IRF3,-,142,159,Genomic
GALNT3,ENSG00000115339,IRF3,-,98665,98682,Genomic
GALNT3,ENSG00000115339,-,2987,3004,Transcript,
ZC3HAV1,ENSG00000105939,IRF3,+,4871,4888,Genomic
ZC3HAV1,ENSG00000105939,IRF3,+,58148,58165,Genomic
ZC3HAV1,ENSG00000105939,IRF3,+,60085,60102,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20392,20409,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20398,20415,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20404,20421,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20422,20439,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20448,20465,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20467,20484,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20572,20589,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20578,20595,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20590,20607,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20596,20613,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20602,20619,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20608,20625,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20632,20649,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20638,20655,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20644,20661,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,20650,20667,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,23224,23241,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,24326,24343,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,55696,55713,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,55702,55719,Genomic
ZC3HAV1,ENSG00000105939,IRF3,-,58427,58444,Genomic
ZC3HAV1,ENSG00000105939,-,322,339,Transcript,
TRIM5,ENSG00000132256,IRF3,+,71537,71554,Genomic
TRIM5,ENSG00000132256,IRF3,+,74112,74129,Genomic
TRIM5,ENSG00000132256,IRF3,+,116642,116659,Genomic
TRIM5,ENSG00000132256,IRF3,+,120432,120449,Genomic
TRIM5,ENSG00000132256,IRF3,-,13015,13032,Genomic
TRIM5,ENSG00000132256,IRF3,-,22454,22471,Genomic
TRIM5,ENSG00000132256,IRF3,-,143607,143624,Genomic
TRIM5,ENSG00000132256,IRF3,-,164623,164640,Genomic
TRIM5,ENSG00000132256,IRF3,-,167068,167085,Genomic
TRIM5,ENSG00000132256,IRF3,-,180802,180819,Genomic
ZNFX1,ENSG00000124201,IRF3,+,803,820,Genomic
ZNFX1,ENSG00000124201,IRF3,+,2688,2705,Genomic
ZNFX1,ENSG00000124201,IRF3,+,6009,6026,Genomic
ZNFX1,ENSG00000124201,IRF3,+,33592,33609,Genomic
ZNFX1,ENSG00000124201,IRF3,-,6189,6206,Genomic
EIF2AK2,ENSG00000055332,IRF3,+,1030,1047,Genomic
EIF2AK2,ENSG00000055332,IRF3,+,3113,3130,Genomic
EIF2AK2,ENSG00000055332,IRF3,-,6637,6654,Genomic
C19orf66,ENSG00000130813,IRF3,+,646,663,Genomic
C19orf66,ENSG00000130813,IRF3,+,2035,2052,Genomic
C19orf66,ENSG00000130813,IRF3,+,5305,5322,Genomic
PARP10,ENSG00000178685,IRF3,-,26801,26818,Genomic
PARP10,ENSG00000178685,IRF3,-,26807,26824,Genomic
SLC25A28,ENSG00000155287,IRF3,+,6300,6317,Genomic
ICAM1,ENSG00000090339,IRF3,-,9773,9790,Genomic
IRF2,ENSG00000168310,IRF3,+,245,262,Genomic
IRF2,ENSG00000168310,IRF3,+,10205,10222,Genomic
IRF2,ENSG00000168310,IRF3,+,54245,54262,Genomic
IRF2,ENSG00000168310,IRF3,+,81035,81052,Genomic
IRF2,ENSG00000168310,IRF3,+,81756,81773,Genomic
IRF2,ENSG00000168310,IRF3,+,84302,84319,Genomic
IRF2,ENSG00000168310,IRF3,-,25988,26005,Genomic
IRF2,ENSG00000168310,IRF3,-,41930,41947,Genomic
IRF2,ENSG00000168310,IRF3,-,57711,57728,Genomic
IRF2,ENSG00000168310,IRF3,-,73614,73631,Genomic
ZCCHC2,ENSG00000141664,IRF3,+,17800,17817,Genomic
ZCCHC2,ENSG00000141664,IRF3,+,31740,31757,Genomic
ZCCHC2,ENSG00000141664,IRF3,+,35829,35846,Genomic
ZCCHC2,ENSG00000141664,IRF3,+,64116,64133,Genomic
ZCCHC2,ENSG00000141664,IRF3,-,3554,3571,Genomic
ZCCHC2,ENSG00000141664,IRF3,-,23967,23984,Genomic
ZCCHC2,ENSG00000141664,IRF3,-,38248,38265,Genomic
ZCCHC2,ENSG00000141664,IRF3,-,55407,55424,Genomic
ZCCHC2,ENSG00000141664,-,5289,5306,Transcript,
RNF19B,ENSG00000116514,IRF3,-,24396,24413,Genomic
RNF19B,ENSG00000116514,IRF3,-,27293,27310,Genomic
IFI16,ENSG00000163565,IRF3,-,28771,28788,Genomic
IFI16,ENSG00000163565,IRF3,-,28777,28794,Genomic
SLC2A12,ENSG00000146411,IRF3,+,13831,13848,Genomic
SLC2A12,ENSG00000146411,IRF3,+,17647,17664,Genomic
SLC2A12,ENSG00000146411,IRF3,-,32558,32575,Genomic
SLC2A12,ENSG00000146411,IRF3,-,52399,52416,Genomic
SLC6A9,ENSG00000196517,IRF3,+,29463,29480,Genomic
RAB20,ENSG00000139832,IRF3,+,30248,30265,Genomic
RAB20,ENSG00000139832,IRF3,-,33410,33427,Genomic
RAB20,ENSG00000139832,IRF3,-,37790,37807,Genomic
B3GALNT1,ENSG00000169255,IRF3,+,1213,1230,Genomic
B3GALNT1,ENSG00000169255,IRF3,+,13143,13160,Genomic
PML,ENSG00000140464,IRF3,+,13971,13988,Genomic
PML,ENSG00000140464,IRF3,+,27570,27587,Genomic
PML,ENSG00000140464,IRF3,+,27575,27592,Genomic
PML,ENSG00000140464,IRF3,-,3068,3085,Genomic
PML,ENSG00000140464,IRF3,-,3074,3091,Genomic
PML,ENSG00000140464,IRF3,-,22476,22493,Genomic
