Gene_Name,Gene_ID,TF,Strand,Start,End
P2RY10,ENSG00000078589,-,1665,1682
P2RY10,ENSG00000078589,-,2194,2211
METTL21A,ENSG00000144401,+,1459,1476
METTL21A,ENSG00000144401,+,1480,1497
METTL21A,ENSG00000144401,+,1481,1498
METTL21A,ENSG00000144401,+,2496,2513
METTL21A,ENSG00000144401,+,2501,2518
METTL21A,ENSG00000144401,+,2502,2519
METTL21A,ENSG00000144401,+,2507,2524
METTL21A,ENSG00000144401,+,2513,2530
PNISR,ENSG00000132424,+,725,742
PNISR,ENSG00000132424,+,726,743
PNISR,ENSG00000132424,+,731,748
PNISR,ENSG00000132424,-,42,59
PNISR,ENSG00000132424,-,2073,2090
PNISR,ENSG00000132424,-,2074,2091
ANKRD54,ENSG00000100124,+,1099,1116
ANKRD54,ENSG00000100124,+,1976,1993
ANKRD54,ENSG00000100124,+,1977,1994
ANKRD54,ENSG00000100124,+,1982,1999
ANKRD54,ENSG00000100124,+,1983,2000
ANKRD54,ENSG00000100124,+,1988,2005
ANKRD54,ENSG00000100124,+,2314,2331
FAM213A,ENSG00000122378,+,64,81
FAM213A,ENSG00000122378,+,76,93
FAM213A,ENSG00000122378,-,1324,1341
FAM213A,ENSG00000122378,-,1330,1347
FAM213A,ENSG00000122378,-,1336,1353
SNORD89,ENSG00000212283,+,928,945
SNORD89,ENSG00000212283,+,1246,1263
SNORD89,ENSG00000212283,+,2561,2578
TUBGCP3,ENSG00000126216,+,739,756
TUBGCP3,ENSG00000126216,+,1202,1219
TUBGCP3,ENSG00000126216,-,2715,2732
TUBGCP3,ENSG00000126216,-,2721,2738
RWDD1,ENSG00000111832,+,2687,2704
FCHO1,ENSG00000130475,+,724,741
FCHO1,ENSG00000130475,+,725,742
FCHO1,ENSG00000130475,+,730,747
FCHO1,ENSG00000130475,+,731,748
FCHO1,ENSG00000130475,+,737,754
FCHO1,ENSG00000130475,+,743,760
FCHO1,ENSG00000130475,+,1902,1919
PDSS1,ENSG00000148459,-,170,187
PDSS1,ENSG00000148459,-,1164,1181
PDSS1,ENSG00000148459,-,1165,1182
PDSS1,ENSG00000148459,-,1615,1632
FRMD3,ENSG00000172159,+,1500,1517
FRMD3,ENSG00000172159,-,695,712
DGKK,ENSG00000274588,+,1605,1622
WBP11,ENSG00000084463,+,109,126
WBP11,ENSG00000084463,+,115,132
WBP11,ENSG00000084463,+,601,618
WBP11,ENSG00000084463,+,1105,1122
WBP11,ENSG00000084463,+,1217,1234
WBP11,ENSG00000084463,+,1624,1641
WBP11,ENSG00000084463,-,512,529
WBP11,ENSG00000084463,-,518,535
WBP11,ENSG00000084463,-,1721,1738
DNASE1L3,ENSG00000163687,+,2505,2522
PLPP4,ENSG00000203805,-,544,561
PLPP4,ENSG00000203805,-,549,566
PLPP4,ENSG00000203805,-,550,567
ETV3,ENSG00000117036,+,2951,2968
ETV3,ENSG00000117036,+,2957,2974
ETV3,ENSG00000117036,-,2444,2461
ALG5,ENSG00000120697,+,837,854
ALG5,ENSG00000120697,+,860,877
ALG5,ENSG00000120697,+,2822,2839
TMED4,ENSG00000158604,-,2067,2084
TMED4,ENSG00000158604,-,2142,2159
CDH12,ENSG00000154162,+,2146,2163
CDH12,ENSG00000154162,-,403,420
CDH12,ENSG00000154162,-,1557,1574
DNAJC17,ENSG00000104129,+,2462,2479
DNAJC17,ENSG00000104129,+,2468,2485
DNAJC17,ENSG00000104129,-,693,710
CARS2,ENSG00000134905,-,1334,1351
CARS2,ENSG00000134905,-,2489,2506
SEC62,ENSG00000008952,+,2548,2565
MYOD1,ENSG00000129152,-,844,861
MYOD1,ENSG00000129152,-,2513,2530
SPPL2B,ENSG00000005206,+,2171,2188
SPPL2B,ENSG00000005206,-,1636,1653
SPPL2B,ENSG00000005206,-,1642,1659
ORC3,ENSG00000135336,+,2282,2299
ORC3,ENSG00000135336,+,2283,2300
ORC3,ENSG00000135336,-,705,722
ORC3,ENSG00000135336,-,867,884
POFUT1,ENSG00000101346,+,659,676
POFUT1,ENSG00000101346,+,1272,1289
POFUT1,ENSG00000101346,+,2317,2334
POFUT1,ENSG00000101346,-,223,240
FAAH,ENSG00000117480,+,1404,1421
FAAH,ENSG00000117480,+,2494,2511
FAAH,ENSG00000117480,-,10,27
FAAH,ENSG00000117480,-,234,251
FAAH,ENSG00000117480,-,1202,1219
FAAH,ENSG00000117480,-,1276,1293
MTHFD1,ENSG00000100714,-,380,397
RDH12,ENSG00000139988,+,715,732
RDH12,ENSG00000139988,+,721,738
RDH12,ENSG00000139988,+,727,744
RDH12,ENSG00000139988,+,871,888
AURKA,ENSG00000087586,+,474,491
AURKA,ENSG00000087586,+,475,492
AURKA,ENSG00000087586,-,734,751
AURKA,ENSG00000087586,-,2078,2095
ACLY,ENSG00000131473,+,2186,2203
COPS5,ENSG00000121022,-,1404,1421
SNORD79,ENSG00000251878,-,875,892
SON,ENSG00000159140,+,670,687
SON,ENSG00000159140,+,677,694
SON,ENSG00000159140,+,989,1006
SON,ENSG00000159140,+,1839,1856
STK32B,ENSG00000152953,+,2530,2547
CDH10,ENSG00000040731,+,220,237
CDH10,ENSG00000040731,+,274,291
CDH10,ENSG00000040731,-,486,503
DHCR7,ENSG00000172893,-,2033,2050
SASH3,ENSG00000122122,+,282,299
SASH3,ENSG00000122122,+,1578,1595
SASH3,ENSG00000122122,-,1823,1840
CHRAC1,ENSG00000104472,+,823,840
TLN1,ENSG00000137076,+,96,113
COL17A1,ENSG00000065618,-,2772,2789
C12orf45,ENSG00000151131,+,941,958
C12orf45,ENSG00000151131,+,1539,1556
C12orf45,ENSG00000151131,+,1766,1783
IGBP1,ENSG00000089289,+,2971,2988
IGBP1,ENSG00000089289,-,539,556
