Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,ADCY7,ENSG00000121281,IRF7,-,67862,67872,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,+,5618,5628,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,+,8858,8868,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,+,9110,9120,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,+,11094,11104,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,+,31356,31366,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,-,7605,7615,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,-,21555,21565,Genomic
Homo sapiens,ADCY7,ENSG00000121281,IRF9,-,67862,67872,Genomic
Homo sapiens,TMEM109,ENSG00000110108,IRF3,+,2050,2060,Genomic
Homo sapiens,TMEM109,ENSG00000110108,IRF7,+,2050,2060,Genomic
Homo sapiens,TMEM109,ENSG00000110108,IRF9,+,2050,2060,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF3,-,5893,5903,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF3,-,8401,8411,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF7,-,5893,5903,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF7,-,8401,8411,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF9,-,5893,5903,Genomic
Homo sapiens,RP11-295G20.2,ENSG00000233461,IRF9,-,8401,8411,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,552,562,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,7164,7174,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,28358,28368,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,28448,28458,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,29915,29925,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,31295,31305,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,51285,51295,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,58414,58424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,72546,72556,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,85414,85424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,97910,97920,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,116818,116828,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,119194,119204,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,122759,122769,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,127453,127463,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,127742,127752,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,140985,140995,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,142424,142434,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,143208,143218,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,153027,153037,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,157676,157686,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,168458,168468,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,173655,173665,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,175903,175913,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,179666,179676,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,184595,184605,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,191114,191124,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,191960,191970,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,195889,195899,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,1616,1626,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,29726,29736,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,52411,52421,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,60951,60961,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,68067,68077,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,68884,68894,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,75030,75040,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,111872,111882,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,111888,111898,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,119786,119796,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,132790,132800,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,149826,149836,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,151058,151068,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,153055,153065,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,163687,163697,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,173334,173344,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,2702,2712,Transcript
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,552,562,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,7164,7174,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,28358,28368,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,28448,28458,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,29915,29925,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,31295,31305,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,51285,51295,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,58414,58424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,72546,72556,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,85414,85424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,97910,97920,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,116818,116828,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,119194,119204,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,122759,122769,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,127453,127463,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,127742,127752,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,140985,140995,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,142424,142434,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,143208,143218,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,153027,153037,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,157676,157686,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,168458,168468,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,173655,173665,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,175903,175913,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,179666,179676,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,184595,184605,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,191114,191124,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,191960,191970,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,195889,195899,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,1616,1626,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,29726,29736,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,52411,52421,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,60951,60961,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,68067,68077,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,68884,68894,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,75030,75040,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,111872,111882,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,111888,111898,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,119786,119796,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,132790,132800,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,149826,149836,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,151058,151068,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,153055,153065,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,163687,163697,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,173334,173344,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,2702,2712,Transcript
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,552,562,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,7164,7174,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,28358,28368,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,28448,28458,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,29915,29925,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,31295,31305,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,51285,51295,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,58414,58424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,72546,72556,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,85414,85424,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,97910,97920,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,116818,116828,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,119194,119204,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,122759,122769,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,127453,127463,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,127742,127752,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,140985,140995,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,142424,142434,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,143208,143218,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,153027,153037,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,157676,157686,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,168458,168468,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,173655,173665,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,175903,175913,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,179666,179676,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,184595,184605,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,191114,191124,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,191960,191970,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,195889,195899,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,1616,1626,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,29726,29736,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,52411,52421,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,60951,60961,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,68067,68077,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,68884,68894,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,75030,75040,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,111872,111882,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,111888,111898,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,119786,119796,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,132790,132800,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,149826,149836,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,151058,151068,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,153055,153065,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,163687,163697,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,173334,173344,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,2702,2712,Transcript
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,2937,2947,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,24000,24010,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,64344,64354,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,70943,70953,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,72062,72072,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,92926,92936,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,93300,93310,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,101449,101459,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,102941,102951,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,110239,110249,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,111837,111847,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,111973,111983,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,112377,112387,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,115041,115051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,134707,134717,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,152453,152463,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,161041,161051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,186918,186928,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,197421,197431,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,202593,202603,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,206122,206132,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,214019,214029,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,11855,11865,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,21056,21066,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,30004,30014,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,38677,38687,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,45298,45308,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,52326,52336,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,54695,54705,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,54877,54887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,55403,55413,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,55670,55680,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,56305,56315,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,57726,57736,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,59422,59432,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,62345,62355,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,66234,66244,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,91688,91698,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,94505,94515,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,103746,103756,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,109657,109667,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,117111,117121,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,128658,128668,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,132052,132062,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,137608,137618,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,139004,139014,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,142208,142218,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,152784,152794,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,165224,165234,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,198677,198687,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,227687,227697,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,232076,232086,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,233272,233282,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,234000,234010,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,3611,3621,Transcript
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,2937,2947,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,24000,24010,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,64344,64354,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,70943,70953,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,72062,72072,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,92926,92936,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,93300,93310,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,101449,101459,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,102941,102951,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,110239,110249,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,111837,111847,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,111973,111983,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,112377,112387,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,115041,115051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,134707,134717,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,152453,152463,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,161041,161051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,186918,186928,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,197421,197431,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,202593,202603,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,206122,206132,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,214019,214029,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,11855,11865,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,21056,21066,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,30004,30014,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,38677,38687,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,45298,45308,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,52326,52336,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,54695,54705,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,54877,54887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,55403,55413,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,55670,55680,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,56305,56315,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,57726,57736,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,59422,59432,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,62345,62355,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,66234,66244,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,91688,91698,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,94505,94515,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,103746,103756,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,109657,109667,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,117111,117121,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,128658,128668,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,132052,132062,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,137608,137618,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,139004,139014,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,142208,142218,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,152784,152794,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,165224,165234,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,198677,198687,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,227687,227697,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,232076,232086,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,233272,233282,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,234000,234010,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,3611,3621,Transcript
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,2937,2947,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,24000,24010,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,64344,64354,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,70943,70953,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,72062,72072,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,92926,92936,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,93300,93310,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,101449,101459,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,102941,102951,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,110239,110249,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,111837,111847,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,111973,111983,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,112377,112387,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,115041,115051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,134707,134717,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,152453,152463,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,161041,161051,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,186918,186928,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,197421,197431,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,202593,202603,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,206122,206132,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,214019,214029,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,11855,11865,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,21056,21066,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,30004,30014,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,38677,38687,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,45298,45308,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,52326,52336,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,54695,54705,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,54877,54887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,55403,55413,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,55670,55680,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,56305,56315,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,57726,57736,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,59422,59432,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,62345,62355,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,66234,66244,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,91688,91698,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,94505,94515,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,103746,103756,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,109657,109667,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,-,117111,117121,Genomic
