Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,60914,60924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,75046,75056,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,87914,87924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,100410,100420,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,119318,119328,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,121694,121704,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,125259,125269,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,129953,129963,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,130242,130252,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,143485,143495,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,144924,144934,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,145708,145718,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,155527,155537,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,160176,160186,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,170958,170968,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,176155,176165,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,178403,178413,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,182166,182176,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,187095,187105,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,193614,193624,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,194460,194470,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,198389,198399,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,204373,204383,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,4116,4126,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,32226,32236,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,54911,54921,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,63451,63461,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,70567,70577,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,71384,71394,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,77530,77540,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,114372,114382,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,114388,114398,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,122286,122296,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,135290,135300,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,152326,152336,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,153558,153568,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,155555,155565,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,166187,166197,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,-,175834,175844,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF3,+,2702,2712,Transcript
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,3052,3062,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,9664,9674,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,30858,30868,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,30948,30958,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,32415,32425,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,33795,33805,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,53785,53795,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,60914,60924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,75046,75056,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,87914,87924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,100410,100420,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,119318,119328,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,121694,121704,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,125259,125269,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,129953,129963,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,130242,130252,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,143485,143495,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,144924,144934,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,145708,145718,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,155527,155537,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,160176,160186,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,170958,170968,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,176155,176165,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,178403,178413,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,182166,182176,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,187095,187105,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,193614,193624,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,194460,194470,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,198389,198399,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,204373,204383,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,4116,4126,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,32226,32236,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,54911,54921,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,63451,63461,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,70567,70577,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,71384,71394,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,77530,77540,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,114372,114382,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,114388,114398,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,122286,122296,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,135290,135300,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,152326,152336,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,153558,153568,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,155555,155565,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,166187,166197,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,-,175834,175844,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF7,+,2702,2712,Transcript
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,3052,3062,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,9664,9674,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,30858,30868,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,30948,30958,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,32415,32425,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,33795,33805,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,53785,53795,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,60914,60924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,75046,75056,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,87914,87924,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,100410,100420,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,119318,119328,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,121694,121704,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,125259,125269,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,129953,129963,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,130242,130252,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,143485,143495,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,144924,144934,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,145708,145718,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,155527,155537,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,160176,160186,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,170958,170968,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,176155,176165,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,178403,178413,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,182166,182176,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,187095,187105,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,193614,193624,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,194460,194470,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,198389,198399,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,204373,204383,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,4116,4126,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,32226,32236,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,54911,54921,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,63451,63461,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,70567,70577,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,71384,71394,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,77530,77540,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,114372,114382,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,114388,114398,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,122286,122296,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,135290,135300,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,152326,152336,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,153558,153568,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,155555,155565,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,166187,166197,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,-,175834,175844,Genomic
Homo sapiens,ENPEP,ENSG00000138792,IRF9,+,2702,2712,Transcript
Homo sapiens,RP11-37C7.3,ENSG00000261136,IRF3,-,7569,7579,Genomic
Homo sapiens,RP11-37C7.3,ENSG00000261136,IRF7,-,7569,7579,Genomic
Homo sapiens,RP11-37C7.3,ENSG00000261136,IRF9,-,7569,7579,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,5437,5447,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,26500,26510,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,66844,66854,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,73443,73453,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,74562,74572,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,95426,95436,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,95800,95810,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,103949,103959,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,105441,105451,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,112739,112749,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,114337,114347,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,114473,114483,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,114877,114887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,117541,117551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,137207,137217,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,154953,154963,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,163541,163551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,189418,189428,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,199921,199931,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,205093,205103,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,208622,208632,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,+,216519,216529,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,14355,14365,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,23556,23566,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,32504,32514,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,41177,41187,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,47798,47808,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,54826,54836,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,57195,57205,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,57377,57387,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,57903,57913,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,58170,58180,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,58805,58815,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,60226,60236,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,61922,61932,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,64845,64855,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,68734,68744,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,94188,94198,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,97005,97015,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,106246,106256,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,112157,112167,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,119611,119621,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,131158,131168,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,134552,134562,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,140108,140118,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,141504,141514,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,144708,144718,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,155284,155294,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,167724,167734,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,201177,201187,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,230187,230197,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,234576,234586,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,235772,235782,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,236500,236510,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF3,-,3611,3621,Transcript
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,5437,5447,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,26500,26510,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,66844,66854,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,73443,73453,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,74562,74572,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,95426,95436,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,95800,95810,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,103949,103959,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,105441,105451,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,112739,112749,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,114337,114347,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,114473,114483,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,114877,114887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,117541,117551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,137207,137217,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,154953,154963,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,163541,163551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,189418,189428,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,199921,199931,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,205093,205103,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,208622,208632,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,+,216519,216529,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,14355,14365,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,23556,23566,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,32504,32514,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,41177,41187,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,47798,47808,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,54826,54836,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,57195,57205,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,57377,57387,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,57903,57913,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,58170,58180,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,58805,58815,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,60226,60236,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,61922,61932,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,64845,64855,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,68734,68744,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,94188,94198,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,97005,97015,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,106246,106256,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,112157,112167,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,119611,119621,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,131158,131168,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,134552,134562,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,140108,140118,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,141504,141514,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,144708,144718,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,155284,155294,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,167724,167734,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,201177,201187,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,230187,230197,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,234576,234586,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,235772,235782,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,236500,236510,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF7,-,3611,3621,Transcript
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,5437,5447,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,26500,26510,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,66844,66854,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,73443,73453,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,74562,74572,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,95426,95436,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,95800,95810,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,103949,103959,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,105441,105451,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,112739,112749,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,114337,114347,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,114473,114483,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,114877,114887,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,117541,117551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,137207,137217,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,154953,154963,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,163541,163551,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,189418,189428,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,199921,199931,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,205093,205103,Genomic
Homo sapiens,PLEKHB2,ENSG00000115762,IRF9,+,208622,208632,Genomic
