Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF3,-,29909,29919,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,+,47666,47676,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,-,27702,27712,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,-,29909,29919,Genomic
Homo sapiens,CDH23,ENSG00000107736,IRF7,+,39927,39937,Genomic
Homo sapiens,ZNF804A,ENSG00000170396,IRF7,+,168669,168679,Genomic
Homo sapiens,SPOCD1,ENSG00000134668,IRF7,+,19567,19577,Genomic
Homo sapiens,RORB,ENSG00000198963,IRF3,-,2914,2924,Genomic
Homo sapiens,RORB,ENSG00000198963,IRF9,-,2914,2924,Genomic
Homo sapiens,BBC3,ENSG00000105327,IRF7,+,546,556,Genomic
Homo sapiens,FRMD5,ENSG00000171877,IRF7,-,46205,46215,Genomic
Homo sapiens,RPS6KC1,ENSG00000136643,IRF3,+,220217,220227,Genomic
Homo sapiens,RPS6KC1,ENSG00000136643,IRF9,+,220217,220227,Genomic
Homo sapiens,KIFAP3,ENSG00000075945,IRF7,-,112022,112032,Genomic
Homo sapiens,CDKL1,ENSG00000100490,IRF7,-,68797,68807,Genomic
Homo sapiens,HIF1A,ENSG00000100644,IRF7,+,49808,49818,Genomic
Homo sapiens,AKAP3,ENSG00000111254,IRF7,+,236,246,Genomic
Homo sapiens,AP001258.4,ENSG00000245571,IRF7,+,30668,30678,Genomic
Homo sapiens,SHOX2,ENSG00000168779,IRF3,-,1850,1860,Genomic
Homo sapiens,SHOX2,ENSG00000168779,IRF9,-,1850,1860,Genomic
Homo sapiens,GAB3,ENSG00000160219,IRF3,+,1272,1282,Genomic
Homo sapiens,GAB3,ENSG00000160219,IRF9,+,1272,1282,Genomic
Homo sapiens,CABIN1,ENSG00000099991,IRF7,+,145805,145815,Genomic
Homo sapiens,RP11-887P2.3,ENSG00000186076,IRF7,-,177,187,Genomic
Homo sapiens,LARS2,ENSG00000011376,IRF7,-,11519,11529,Genomic
Homo sapiens,LARS2,ENSG00000011376,IRF7,-,137231,137241,Genomic
