Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,4808,4818,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,6749,6759,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,12598,12608,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,12641,12651,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,13447,13457,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,18744,18754,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,-,18757,18767,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF7,+,2359,2369,Transcript
homo_sapiens,IFIT2,ENSG00000119922,IRF9,+,16213,16223,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,+,25044,25054,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,4808,4818,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,6749,6759,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,12598,12608,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,12641,12651,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,13447,13457,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,18744,18754,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,-,18757,18767,Genomic
homo_sapiens,IFIT2,ENSG00000119922,IRF9,+,2359,2369,Transcript
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,2585,2595,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,7286,7296,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,8725,8735,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,19517,19527,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,22663,22673,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,28285,28295,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,+,32907,32917,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,-,167,177,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,-,2439,2449,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,-,2757,2767,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF3,-,15107,15117,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,2585,2595,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,7286,7296,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,8725,8735,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,19517,19527,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,22663,22673,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,28285,28295,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,+,32907,32917,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,-,167,177,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,-,2439,2449,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,-,2757,2767,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF7,-,15107,15117,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,2585,2595,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,7286,7296,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,8725,8735,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,19517,19527,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,22663,22673,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,28285,28295,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,+,32907,32917,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,-,167,177,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,-,2439,2449,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,-,2757,2767,Genomic
homo_sapiens,IL15RA,ENSG00000134470,IRF9,-,15107,15117,Genomic
homo_sapiens,MYD88,ENSG00000172936,IRF3,+,548,558,Genomic
homo_sapiens,MYD88,ENSG00000172936,IRF7,+,548,558,Genomic
homo_sapiens,MYD88,ENSG00000172936,IRF9,+,548,558,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,4364,4374,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,10045,10055,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,21626,21636,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,22185,22195,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,28942,28952,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,44156,44166,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,44167,44177,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,69148,69158,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,81815,81825,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,+,83094,83104,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,8106,8116,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,19399,19409,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,26824,26834,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,28448,28458,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,42981,42991,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,50177,50187,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,60004,60014,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,77181,77191,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,84005,84015,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,93180,93190,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF3,-,765,775,Transcript
homo_sapiens,MAX,ENSG00000125952,IRF7,+,4364,4374,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,10045,10055,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,21626,21636,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,22185,22195,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,28942,28952,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,44156,44166,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,44167,44177,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,69148,69158,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,81815,81825,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,+,83094,83104,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,8106,8116,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,19399,19409,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,26824,26834,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,28448,28458,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,42981,42991,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,50177,50187,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,60004,60014,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,77181,77191,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,84005,84015,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,93180,93190,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF7,-,765,775,Transcript
homo_sapiens,MAX,ENSG00000125952,IRF9,+,4364,4374,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,10045,10055,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,21626,21636,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,22185,22195,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,28942,28952,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,44156,44166,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,44167,44177,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,69148,69158,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,81815,81825,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,+,83094,83104,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,8106,8116,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,19399,19409,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,26824,26834,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,28448,28458,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,42981,42991,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,50177,50187,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,60004,60014,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,77181,77191,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,84005,84015,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,93180,93190,Genomic
homo_sapiens,MAX,ENSG00000125952,IRF9,-,765,775,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,10012,10022,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,11907,11917,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,13975,13985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,14971,14981,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,20592,20602,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,50442,50452,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,52055,52065,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,54258,54268,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,59152,59162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,65152,65162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,38990,39000,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,40975,40985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,48353,48363,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,48984,48994,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,79678,79688,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF3,+,1354,1364,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF3,-,4832,4842,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,10012,10022,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,11907,11917,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,13975,13985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,14971,14981,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,20592,20602,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,50442,50452,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,52055,52065,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,54258,54268,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,59152,59162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,65152,65162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,38990,39000,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,40975,40985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,48353,48363,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,48984,48994,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,79678,79688,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF7,+,1354,1364,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF7,-,4832,4842,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,10012,10022,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,11907,11917,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,13975,13985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,14971,14981,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,20592,20602,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,50442,50452,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,52055,52065,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,54258,54268,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,59152,59162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,65152,65162,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,38990,39000,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,40975,40985,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,48353,48363,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,48984,48994,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,79678,79688,Genomic
homo_sapiens,N4BP1,ENSG00000102921,IRF9,+,1354,1364,Transcript
homo_sapiens,N4BP1,ENSG00000102921,IRF9,-,4832,4842,Transcript
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,+,16616,16626,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,+,41797,41807,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,+,58083,58093,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,1457,1467,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,2750,2760,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,4577,4587,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,19154,19164,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,19800,19810,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,20293,20303,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,28827,28837,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,29998,30008,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,37848,37858,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,43207,43217,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,57682,57692,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,62237,62247,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF3,-,5721,5731,Transcript
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,+,16616,16626,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,+,41797,41807,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,+,58083,58093,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,1457,1467,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,2750,2760,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,4577,4587,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,19154,19164,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,19800,19810,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,20293,20303,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,28827,28837,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,29998,30008,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,37848,37858,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,43207,43217,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,57682,57692,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,62237,62247,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF7,-,5721,5731,Transcript
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,+,16616,16626,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,+,41797,41807,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,+,58083,58093,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,1457,1467,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,2750,2760,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,4577,4587,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,19154,19164,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,19800,19810,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,20293,20303,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,28827,28837,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,29998,30008,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,37848,37858,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,43207,43217,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,57682,57692,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,62237,62247,Genomic
homo_sapiens,KIAA1033,ENSG00000136051,IRF9,-,5721,5731,Transcript
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,1455,1465,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,8675,8685,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,9004,9014,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,12647,12657,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,21144,21154,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,33447,33457,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,35368,35378,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,3561,3571,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,7910,7920,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,11769,11779,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,13111,13121,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,23016,23026,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,31566,31576,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,33007,33017,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,-,46044,46054,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF3,+,1262,1272,Transcript
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,1455,1465,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,8675,8685,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,9004,9014,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,12647,12657,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,21144,21154,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,33447,33457,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,35368,35378,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,3561,3571,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,7910,7920,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,11769,11779,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,13111,13121,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,23016,23026,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,31566,31576,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,33007,33017,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,-,46044,46054,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF7,+,1262,1272,Transcript
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,1455,1465,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,8675,8685,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,9004,9014,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,12647,12657,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,21144,21154,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,33447,33457,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,35368,35378,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,3561,3571,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,7910,7920,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,11769,11779,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,13111,13121,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,23016,23026,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,31566,31576,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,33007,33017,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,-,46044,46054,Genomic
homo_sapiens,MB21D1,ENSG00000164430,IRF9,+,1262,1272,Transcript
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,7053,7063,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,36311,36321,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,40170,40180,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,43326,43336,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,48343,48353,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,1224,1234,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,16628,16638,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,18676,18686,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,26855,26865,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,31753,31763,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,38807,38817,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,39702,39712,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,40463,40473,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,41973,41983,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,43463,43473,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,-,44603,44613,Genomic
homo_sapiens,CYLD,ENSG00000083799,IRF3,+,1281,1291,Transcript
