Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,CACNA1A,ENSG00000141837,IRF3,+,210130,210140,Genomic
Homo sapiens,CACNA1A,ENSG00000141837,IRF9,+,210130,210140,Genomic
Homo sapiens,COX10,ENSG00000006695,IRF7,+,165011,165021,Genomic
Homo sapiens,FYB,ENSG00000082074,IRF7,+,127270,127280,Genomic
Homo sapiens,MYO10,ENSG00000145555,IRF3,-,159811,159821,Genomic
Homo sapiens,MYO10,ENSG00000145555,IRF7,+,147686,147696,Genomic
Homo sapiens,MYO10,ENSG00000145555,IRF9,-,159811,159821,Genomic
Homo sapiens,NDUFA9,ENSG00000139180,IRF7,-,3232,3242,Genomic
Homo sapiens,RP11-37B2.1,ENSG00000251136,IRF3,-,173747,173757,Genomic
Homo sapiens,RP11-37B2.1,ENSG00000251136,IRF9,-,173747,173757,Genomic
Homo sapiens,COX10-AS1,ENSG00000236088,IRF3,-,179076,179086,Genomic
Homo sapiens,COX10-AS1,ENSG00000236088,IRF7,+,42660,42670,Genomic
Homo sapiens,COX10-AS1,ENSG00000236088,IRF9,-,179076,179086,Genomic
Homo sapiens,KDM6A,ENSG00000147050,IRF7,-,184538,184548,Genomic
Homo sapiens,LINC00702,ENSG00000233117,IRF3,+,22509,22519,Genomic
Homo sapiens,LINC00702,ENSG00000233117,IRF9,+,22509,22519,Genomic
Homo sapiens,QKI,ENSG00000112531,IRF7,+,36904,36914,Genomic
Homo sapiens,HOXD3,ENSG00000128652,IRF3,+,2401,2411,Genomic
Homo sapiens,HOXD3,ENSG00000128652,IRF9,+,2401,2411,Genomic
Homo sapiens,ECHS1,ENSG00000127884,IRF7,-,2673,2683,Genomic
Homo sapiens,PSMB8-AS1,ENSG00000204261,IRF7,+,2964,2974,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF3,+,50166,50176,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF3,-,30202,30212,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF3,-,32409,32419,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,+,50166,50176,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,-,30202,30212,Genomic
Homo sapiens,CTD-2201E18.3,ENSG00000177738,IRF9,-,32409,32419,Genomic
Homo sapiens,CDH23,ENSG00000107736,IRF7,+,42427,42437,Genomic
Homo sapiens,ZNF804A,ENSG00000170396,IRF7,+,171169,171179,Genomic
Homo sapiens,FOXQ1,ENSG00000164379,IRF3,-,7460,7470,Genomic
Homo sapiens,FOXQ1,ENSG00000164379,IRF9,-,7460,7470,Genomic
Homo sapiens,TPRG1,ENSG00000188001,IRF3,-,2269,2279,Genomic
Homo sapiens,TPRG1,ENSG00000188001,IRF9,-,2269,2279,Genomic
Homo sapiens,IFIT6P,ENSG00000224289,IRF7,+,5319,5329,Genomic
Homo sapiens,SPOCD1,ENSG00000134668,IRF7,+,22067,22077,Genomic
Homo sapiens,RORB,ENSG00000198963,IRF3,-,5414,5424,Genomic
Homo sapiens,RORB,ENSG00000198963,IRF9,-,5414,5424,Genomic
Homo sapiens,BBC3,ENSG00000105327,IRF7,+,3046,3056,Genomic
Homo sapiens,FRMD5,ENSG00000171877,IRF7,-,48705,48715,Genomic
Homo sapiens,RPS6KC1,ENSG00000136643,IRF3,+,222717,222727,Genomic
Homo sapiens,RPS6KC1,ENSG00000136643,IRF9,+,222717,222727,Genomic
Homo sapiens,KIFAP3,ENSG00000075945,IRF7,-,114522,114532,Genomic
Homo sapiens,CDKL1,ENSG00000100490,IRF7,-,71297,71307,Genomic
Homo sapiens,KBTBD8,ENSG00000163376,IRF3,-,17286,17296,Genomic
Homo sapiens,KBTBD8,ENSG00000163376,IRF9,-,17286,17296,Genomic
Homo sapiens,HIF1A,ENSG00000100644,IRF7,+,52308,52318,Genomic
Homo sapiens,AKAP3,ENSG00000111254,IRF7,+,2736,2746,Genomic
Homo sapiens,AP001258.4,ENSG00000245571,IRF7,+,33168,33178,Genomic
Homo sapiens,SHOX2,ENSG00000168779,IRF3,-,4350,4360,Genomic
Homo sapiens,SHOX2,ENSG00000168779,IRF9,-,4350,4360,Genomic
Homo sapiens,GAB3,ENSG00000160219,IRF3,+,3772,3782,Genomic
Homo sapiens,GAB3,ENSG00000160219,IRF9,+,3772,3782,Genomic
Homo sapiens,CABIN1,ENSG00000099991,IRF7,+,148305,148315,Genomic
Homo sapiens,RP11-887P2.3,ENSG00000186076,IRF7,-,2677,2687,Genomic
Homo sapiens,CSNK1A1,ENSG00000113712,IRF3,-,62231,62241,Genomic
Homo sapiens,CSNK1A1,ENSG00000113712,IRF9,-,62231,62241,Genomic
Homo sapiens,LARS2,ENSG00000011376,IRF7,-,14019,14029,Genomic
Homo sapiens,LARS2,ENSG00000011376,IRF7,-,139731,139741,Genomic
