Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF9,-,31110,31120,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,33388,33398,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,37651,37661,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,41498,41508,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,42074,42084,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,45308,45318,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,+,750,760,Transcript
Homo sapiens,MX1,ENSG00000157601,IRF9,+,1434,1444,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF3,+,4907,4917,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,22081,22091,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,10619,10629,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,15974,15984,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,17902,17912,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,+,4907,4917,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,+,22081,22091,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,10619,10629,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,15974,15984,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,17902,17912,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,+,4907,4917,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,+,22081,22091,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,-,10619,10629,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,-,15974,15984,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,-,17902,17912,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,206,216,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,13056,13066,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,496,506,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,1761,1771,Transcript
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,206,216,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,13056,13066,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,496,506,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,1761,1771,Transcript
Homo sapiens,GBP4,ENSG00000162654,IRF9,+,206,216,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,+,13056,13066,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,-,496,506,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,+,1761,1771,Transcript
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,2473,2483,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,3726,3736,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,12977,12987,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,13497,13507,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,2473,2483,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,3726,3736,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,12977,12987,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,-,13497,13507,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF9,+,2473,2483,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF9,+,3726,3736,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF9,+,12977,12987,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF9,-,13497,13507,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,882,892,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,973,983,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,8796,8806,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,9077,9087,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,3775,3785,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,7948,7958,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,11653,11663,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,22361,22371,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,416,426,Transcript
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,882,892,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,973,983,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,8796,8806,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,9077,9087,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,3775,3785,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,7948,7958,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,11653,11663,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,22361,22371,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,416,426,Transcript
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,882,892,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,973,983,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,8796,8806,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,9077,9087,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,3775,3785,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,7948,7958,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,11653,11663,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,22361,22371,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,416,426,Transcript
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,2371,2381,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,3812,3822,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,9506,9516,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,17468,17478,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,37806,37816,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,37927,37937,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,41004,41014,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,45143,45153,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,1034,1044,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,1068,1078,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,5628,5638,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,5671,5681,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,24087,24097,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,24164,24174,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,25623,25633,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,2371,2381,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,3812,3822,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,9506,9516,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,17468,17478,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37806,37816,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37927,37937,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,41004,41014,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,45143,45153,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1034,1044,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1068,1078,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5628,5638,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5671,5681,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,24087,24097,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,24164,24174,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,25623,25633,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,2371,2381,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,3812,3822,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,9506,9516,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,17468,17478,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,37806,37816,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,37927,37937,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,41004,41014,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,45143,45153,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,1034,1044,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,1068,1078,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,5628,5638,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,5671,5681,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,24087,24097,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,24164,24174,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,25623,25633,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,+,6111,6121,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,358,368,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,1070,1080,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,4643,4653,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,10799,10809,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,11205,11215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,15053,15063,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,16652,16662,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,17205,17215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,613,623,Transcript
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,+,6111,6121,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,358,368,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,1070,1080,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,4643,4653,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,10799,10809,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,11205,11215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,15053,15063,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,16652,16662,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,17205,17215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,613,623,Transcript
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,+,6111,6121,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,358,368,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,1070,1080,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,4643,4653,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,10799,10809,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,11205,11215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,15053,15063,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,16652,16662,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,17205,17215,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF9,-,613,623,Transcript
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,1105,1115,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,18589,18599,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,8312,8322,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,8595,8605,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,12910,12920,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,1105,1115,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,18589,18599,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,8312,8322,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,8595,8605,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,12910,12920,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,+,1105,1115,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,+,18589,18599,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,-,8312,8322,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,-,8595,8605,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,-,12910,12920,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,+,736,746,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,717,727,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,10963,10973,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,17137,17147,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,19510,19520,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,27515,27525,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,1318,1328,Transcript
Homo sapiens,USP18,ENSG00000184979,IRF7,+,736,746,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,717,727,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,10963,10973,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,17137,17147,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,19510,19520,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,27515,27525,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,1318,1328,Transcript
Homo sapiens,USP18,ENSG00000184979,IRF9,+,736,746,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,717,727,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,10963,10973,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,17137,17147,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,19510,19520,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,27515,27525,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,1318,1328,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,479,489,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,3798,3808,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,4694,4704,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,10867,10877,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,23914,23924,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,34950,34960,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,39024,39034,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,42282,42292,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,42411,42421,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,50851,50861,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,50942,50952,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,341,351,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,4081,4091,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,13048,13058,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,17436,17446,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,21626,21636,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,22280,22290,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,24500,24510,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,27684,27694,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,33925,33935,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,44708,44718,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,47857,47867,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,2465,2475,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,2594,2604,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,3028,3038,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,479,489,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,3798,3808,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,4694,4704,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,10867,10877,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,23914,23924,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,34950,34960,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,39024,39034,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,42282,42292,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,42411,42421,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,50851,50861,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,50942,50952,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,341,351,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,4081,4091,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,13048,13058,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,17436,17446,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,21626,21636,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,22280,22290,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,24500,24510,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,27684,27694,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,33925,33935,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,44708,44718,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,47857,47867,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,2465,2475,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,2594,2604,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,3028,3038,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,479,489,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,3798,3808,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,4694,4704,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,10867,10877,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,23914,23924,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,34950,34960,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,39024,39034,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,42282,42292,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,42411,42421,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,50851,50861,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,50942,50952,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,341,351,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,4081,4091,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,13048,13058,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,17436,17446,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,21626,21636,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,22280,22290,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,24500,24510,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,27684,27694,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,33925,33935,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,44708,44718,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,-,47857,47867,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,2465,2475,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,2594,2604,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF9,+,3028,3038,Transcript
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,2505,2515,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,12666,12676,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,32365,32375,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,43198,43208,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,-,4530,4540,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,-,11907,11917,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,-,33265,33275,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,-,39392,39402,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,-,40796,40806,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,1710,1720,Transcript
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,2505,2515,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,12666,12676,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,32365,32375,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,43198,43208,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,4530,4540,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,11907,11917,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,33265,33275,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,39392,39402,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,40796,40806,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,1710,1720,Transcript
Homo sapiens,GBP7,ENSG00000213512,IRF9,+,2505,2515,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,+,12666,12676,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,+,32365,32375,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,+,43198,43208,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,-,4530,4540,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,-,11907,11917,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,-,33265,33275,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,-,39392,39402,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,-,40796,40806,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF9,+,1710,1720,Transcript
Homo sapiens,IFIT1B,ENSG00000204010,IRF3,-,4824,4834,Genomic
Homo sapiens,IFIT1B,ENSG00000204010,IRF7,-,4824,4834,Genomic
Homo sapiens,IFIT1B,ENSG00000204010,IRF9,-,4824,4834,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF3,+,7932,7942,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF3,-,1700,1710,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF3,-,4353,4363,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF3,-,10077,10087,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,+,7932,7942,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,-,1700,1710,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,-,4353,4363,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,-,10077,10087,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF9,+,7932,7942,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF9,-,1700,1710,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF9,-,4353,4363,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF9,-,10077,10087,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,2889,2899,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,18864,18874,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,27627,27637,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,28993,29003,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,29772,29782,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,32123,32133,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF3,+,45260,45270,Genomic
